Day fraction since midnight on 	photometer (volts)	photometer (mg/L)	Source pressure (Pa)	Outlet Turb (NTU)	Inlet Turb (NTU)	Pump Control ()	Pump control backwash ()
0.041635509	10.20229435	10.20229435	113055.7891	2.75	0	0.500526316	0.805894737
0.041693366	10.20237637	10.20237637	113064.7813	4.090000153	0	0.500526316	0.805894737
0.041751236	10.20241261	10.20241261	113044.8906	4.610000134	0	0.500526316	0.805894737
0.04180912	10.20230103	10.20230103	113048.6406	4.510000229	0	0.500526316	0.805894737
0.041867082	10.2024622	10.2024622	113022.6953	4.019999981	0	0.500526316	0.805894737
0.04192495	10.20232582	10.20232582	113036.375	3.309999943	0	0.500526316	0.805894737
0.041982835	10.20220375	10.20220375	113024.1172	2.609999895	0.665000022	0.500526316	0.805894737
0.042040689	10.20231819	10.20231819	113034.8594	2.089999914	1.373000026	0.500526316	0.805894737
0.042098456	10.20225525	10.20225525	113036.8047	1.799999952	1.947999954	0.500526316	0.805894737
0.042156429	10.20238018	10.20238018	113028.5625	1.620000005	2.34100008	0.500526316	0.805894737
0.042214292	10.20235538	10.20235538	113027.8672	1.5	2.575000048	0.500526316	0.805894737
0.042272169	10.2023592	10.2023592	112999.6328	1.340000033	2.89199996	0.500526316	0.805894737
0.042330031	10.20238209	10.20238209	113009.6406	1.220000029	3.388000011	0.500526316	0.805894737
0.04238791	10.20241261	10.20241261	113008.7656	2.639999867	3.558000088	0.500526316	0.805894737
0.042445789	10.20237255	10.20237255	113010.2578	1.99000001	3.641000032	0.500526316	0.805894737
0.042503641	10.20230675	10.20230675	113020.1641	1.519999981	3.789000034	0.500526316	0.805894737
0.04256152	10.20245934	10.20245934	113015.9297	1.210000038	3.934000015	0.500526316	0.805894737
0.042619382	10.20237923	10.20237923	113015.9453	1.009999991	4.010000229	0.500526316	0.805894737
0.042677248	10.20228386	10.20228386	113025.3906	0.909999967	4.034999847	0.500526316	0.805894737
0.042735135	10.20225716	10.20225716	113018.0469	0.839999974	4.095999718	0.500526316	0.805894737
0.042793005	10.20237637	10.20237637	113008.8516	0.790000022	4.156000137	0.500526316	0.805894737
0.042850855	10.20233727	10.20233727	113018.1875	0.75	4.166999817	0.500526316	0.805894737
0.042908724	10.20238972	10.20238972	113005.7422	0.759999991	4.213999748	0.500526316	0.805894737
0.042966612	10.2022171	10.2022171	113016.5781	0.759999991	4.25699997	0.500526316	0.805894737
0.043024474	10.20232296	10.20232296	113020.6953	1.039999962	4.269000053	0.500526316	0.805894737
0.043082341	10.2022562	10.2022562	113007.5781	0.909999967	4.519000053	0.500526316	0.805894737
0.043140138	10.20243359	10.20243359	112999.7969	0.909999967	4.403999806	0.500526316	0.805894737
0.043198003	10.20230865	10.20230865	112997.3984	0.870000005	4.323999882	0.500526316	0.805894737
0.04325587	10.20241833	10.20241833	113017.0078	0.829999983	4.272999764	0.500526316	0.805894737
0.043313739	10.20240021	10.20240021	113004.0391	0.819999993	4.245999813	0.500526316	0.805894737
0.043371721	10.20238686	10.20238686	113006.3125	0.779999971	4.237999916	0.500526316	0.805894737
0.043429491	10.20225143	10.20225143	113010.3594	0.779999971	4.205999851	0.500526316	0.805894737
0.043487456	10.20229816	10.20229816	113006.0469	0.759999991	4.179999828	0.500526316	0.805894737
0.043545326	10.20237541	10.20237541	112999.0781	0.74000001	4.163000107	0.500526316	0.805894737
0.043603195	10.20230293	10.20230293	112986.0859	0.860000014	4.168000221	0.500526316	0.805894737
0.043661089	10.20233536	10.20233536	112996.8359	0.870000005	4.160999775	0.500526316	0.805894737
0.043718935	10.20236206	10.20236206	112991.4375	0.909999967	4.171000004	0.500526316	0.805894737
0.043776806	10.20238304	10.20238304	112991.6953	0.860000014	4.168000221	0.500526316	0.805894737
0.04383468	10.20238113	10.20238113	112994.875	0.810000002	4.212999821	0.500526316	0.805894737
0.043892543	10.20240307	10.20240307	112987.5078	0.879999995	4.236999989	0.500526316	0.805894737
0.043950419	10.20224476	10.20224476	112976.7188	0.790000022	4.237999916	0.500526316	0.805894737
0.044008284	10.2024641	10.2024641	112979.6094	0.839999974	4.263999939	0.500526316	0.805894737
0.044066155	10.2023344	10.2023344	112987.6641	0.800000012	4.425000191	0.500526316	0.805894737
0.044124023	10.20232868	10.20232868	112988.6172	0.769999981	4.434999943	0.500526316	0.805894737
0.044181893	10.20228004	10.20228004	112973.0078	0.720000029	4.354000092	0.500526316	0.805894737
0.044239762	10.20247841	10.20247841	112994.4922	0.720000029	4.324999809	0.500526316	0.805894737
0.044297642	10.20230865	10.20230865	112968.6328	0.99000001	4.302999973	0.500526316	0.805894737
0.044355508	10.20230103	10.20230103	112983.75	0.920000017	4.305999756	0.500526316	0.805894737
0.044413365	10.2022419	10.2022419	112967.7813	0.839999974	4.27699995	0.500526316	0.805894737
0.044471244	10.20231056	10.20231056	112956.5313	0.790000022	4.258999825	0.500526316	0.805894737
0.044529123	10.20233154	10.20233154	112951.625	0.870000005	4.279999733	0.500526316	0.805894737
0.044586988	10.20234299	10.20234299	112945.7109	0.860000014	4.279999733	0.500526316	0.805894737
0.044644845	10.20239067	10.20239067	112944.4609	0.819999993	4.329999924	0.500526316	0.805894737
0.044702715	10.20241165	10.20241165	112947.75	0.889999986	4.304999828	0.500526316	0.805894737
0.044760584	10.20240116	10.20240116	112943.4844	0.819999993	4.458000183	0.500526316	0.805894737
0.04481845	10.20238018	10.20238018	112926.7344	0.829999983	4.389999867	0.500526316	0.805894737
0.044876322	10.2021389	10.2021389	112924.5469	0.810000002	4.335000038	0.500526316	0.805894737
0.044934195	10.20235252	10.20235252	112937.0703	0.800000012	4.305999756	0.500526316	0.805894737
0.044992067	10.2022562	10.2022562	112926.1172	0.790000022	4.286999703	0.500526316	0.805894737
0.045049951	10.2022562	10.2022562	112938.4063	0.779999971	4.302999973	0.500526316	0.805894737
0.045107821	10.20230103	10.20230103	112907.8359	0.790000022	4.31099987	0.500526316	0.805894737
0.04516569	10.20239353	10.20239353	112916.3281	0.779999971	4.320000172	0.500526316	0.805894737
0.045223471	10.20242691	10.20242691	112903.9844	0.879999995	4.338999748	0.500526316	0.805894737
0.045281346	10.2024374	10.2024374	112909.2266	0.970000029	4.315999985	0.500526316	0.805894737
0.045339233	10.20223999	10.20223999	112910.5	1.039999962	4.284999847	0.500526316	0.805894737
0.045397104	10.20226002	10.20226002	112897.5	0.980000019	4.274000168	0.500526316	0.805894737
0.045454957	10.20228958	10.20228958	112901.8281	0.930000007	4.301000118	0.500526316	0.805894737
0.045512826	10.20235825	10.20235825	112894.8438	0.930000007	4.289999962	0.500526316	0.805894737
0.045570706	10.2023201	10.2023201	112893.3047	1.080000043	4.282000065	0.500526316	0.805894737
0.04562857	10.20225143	10.20225143	112875.1094	1.090000033	4.277999878	0.500526316	0.805894737
0.045686448	10.20243168	10.20243168	112871.1094	1.100000024	4.281000137	0.500526316	0.805894737
0.045744299	10.20238209	10.20238209	112885.1719	1.090000033	4.302000046	0.500526316	0.805894737
0.045802187	10.20232391	10.20232391	112870.1719	1.049999952	4.294000149	0.500526316	0.805894737
0.045860058	10.20222092	10.20222092	112869.2656	1.019999981	4.282000065	0.500526316	0.805894737
0.045917905	10.20228386	10.20228386	112868.1797	1.080000043	4.298999786	0.500526316	0.805894737
