Day fraction since midnight on 	photometer (volts)	photometer (mg/L)	Source pressure (Pa)	Outlet Turb (NTU)	Inlet Turb (NTU)	Pump Control ()	Pump control backwash ()
0.590089284	10.2025547	10.2025547	114807.0781	0.550000012	7.22300005	0.500526316	0.805894737
0.590147154	10.20249367	10.20249367	114817.5703	0.519999981	7.243999958	0.500526316	0.805894737
0.590205003	10.20250702	10.20250702	114827.3281	0.469999999	7.18900013	0.500526316	0.805894737
0.590262879	10.20253372	10.20253372	114838.3594	0.419999987	7.248000145	0.500526316	0.805894737
0.590320745	10.20260715	10.20260715	114850.5391	0.400000006	7.27699995	0.500526316	0.805894737
0.590378625	10.20253658	10.20253658	114872.7656	0.379999995	7.22300005	0.500526316	0.805894737
0.590436491	10.20250893	10.20250893	114877.7422	0.370000005	7.220999718	0.500526316	0.805894737
0.590494368	10.20244884	10.20244884	114896.8203	0.370000005	7.190000057	0.500526316	0.805894737
0.590552244	10.2024622	10.2024622	114917.0781	0.430000007	7.136000156	0.500526316	0.805894737
0.590610106	10.20244312	10.20244312	114939.0313	0.409999996	7.092000008	0.500526316	0.805894737
0.590667974	10.20261669	10.20261669	114949.7031	0.400000006	7.124000073	0.500526316	0.805894737
0.590725844	10.20242882	10.20242882	114967.0938	0.389999986	7.131000042	0.500526316	0.805894737
0.59078372	10.20260525	10.20260525	114972.3906	0.379999995	7.105000019	0.500526316	0.805894737
0.590841595	10.20267677	10.20267677	114985.0391	0.379999995	7.13199997	0.500526316	0.805894737
0.59089947	10.20257568	10.20257568	114982.0938	0.419999987	7.170000076	0.500526316	0.805894737
0.590957343	10.20231724	10.20231724	115006.5469	0.409999996	7.190000057	0.500526316	0.805894737
0.591015195	10.20254421	10.20254421	115038.5938	0.419999987	7.215000153	0.500526316	0.805894737
0.591073079	10.20239544	10.20239544	115064.7344	0.419999987	7.251999855	0.500526316	0.805894737
0.591130937	10.20244598	10.20244598	115059.9453	0.409999996	7.243000031	0.500526316	0.805894737
0.59118882	10.20253849	10.20253849	115067.5703	0.400000006	7.281000137	0.500526316	0.805894737
0.591246689	10.20250702	10.20250702	115079.3984	0.400000006	7.289999962	0.500526316	0.805894737
0.591304556	10.20267391	10.20267391	115089.6406	0.409999996	7.286999703	0.500526316	0.805894737
0.591362433	10.20249176	10.20249176	115102.7109	0.400000006	7.404999733	0.500526316	0.805894737
0.591420299	10.20250893	10.20250893	115127.8281	0.430000007	7.434000015	0.500526316	0.805894737
0.591478164	10.20241928	10.20241928	115148.8516	0.449999988	7.34100008	0.500526316	0.805894737
0.591536042	10.20246696	10.20246696	115161.7422	0.449999988	7.271999836	0.500526316	0.805894737
0.591593909	10.20249367	10.20249367	115166.1016	0.439999998	7.204999924	0.500526316	0.805894737
0.591651787	10.2025938	10.2025938	115163.7031	0.430000007	7.229000092	0.500526316	0.805894737
0.591709639	10.20241833	10.20241833	115196.1328	0.430000007	7.22300005	0.500526316	0.805894737
0.591767529	10.20262718	10.20262718	115199.3359	0.439999998	7.236999989	0.500526316	0.805894737
0.591825379	10.20262241	10.20262241	115216.0703	0.439999998	7.210999966	0.500526316	0.805894737
0.591883253	10.20258617	10.20258617	115240.1406	0.439999998	7.183000088	0.500526316	0.805894737
0.59194114	10.20232964	10.20232964	115247.5781	0.449999988	7.169000149	0.500526316	0.805894737
0.591998996	10.20246983	10.20246983	115255.7969	0.469999999	7.231999874	0.500526316	0.805894737
0.592056874	10.20251656	10.20251656	115260.9219	0.469999999	7.367000103	0.500526316	0.805894737
0.592114746	10.20246124	10.20246124	115271.4844	0.479999989	7.445000172	0.500526316	0.805894737
0.59217262	10.20247746	10.20247746	115298.0234	0.540000022	7.43599987	0.500526316	0.805894737
0.592230484	10.20261288	10.20261288	115313.6797	0.550000012	7.366000176	0.500526316	0.805894737
0.592288352	10.20258427	10.20258427	115309.6172	0.529999971	7.355999947	0.500526316	0.805894737
0.592346221	10.2026329	10.2026329	115342.0469	0.529999971	7.362999916	0.500526316	0.805894737
0.592404086	10.20238686	10.20238686	115343.5703	0.509999991	7.377999783	0.500526316	0.805894737
0.592462093	10.20249558	10.20249558	115358.0781	0.5	7.414999962	0.500526316	0.805894737
0.592519832	10.20254135	10.20254135	115367.6875	0.49000001	7.421999931	0.500526316	0.805894737
0.592577707	10.20250797	10.20250797	115376.8203	0.49000001	7.361999989	0.500526316	0.805894737
0.59263557	10.20249462	10.20249462	115380.9688	0.5	7.352000237	0.500526316	0.805894737
0.592693554	10.20243168	10.20243168	115402.8516	0.5	7.338999748	0.500526316	0.805894737
0.592751424	10.20266151	10.20266151	115412.2188	0.509999991	7.363999844	0.500526316	0.805894737
0.592809177	10.20259476	10.20259476	115413.5859	0.519999981	7.242000103	0.500526316	0.805894737
0.592867167	10.202384	10.202384	115411.8594	0.519999981	7.150000095	0.500526316	0.805894737
0.592925043	10.20241642	10.20241642	115454.0938	0.529999971	7.157999992	0.500526316	0.805894737
0.59298291	10.20264053	10.20264053	115453.8672	0.540000022	7.137000084	0.500526316	0.805894737
0.59304078	10.20245075	10.20245075	115474.7266	0.540000022	7.170000076	0.500526316	0.805894737
0.593098657	10.20249081	10.20249081	115480.6484	0.529999971	7.172999859	0.500526316	0.805894737
0.593156528	10.20252037	10.20252037	115500.6094	0.550000012	7.230999947	0.500526316	0.805894737
0.593214395	10.20256233	10.20256233	115485.7656	0.569999993	7.223999977	0.500526316	0.805894737
0.593272281	10.20243454	10.20243454	115523	0.569999993	7.260000229	0.500526316	0.805894737
0.593330145	10.20251465	10.20251465	115527.6484	0.579999983	7.270999908	0.500526316	0.805894737
0.593388014	10.202384	10.202384	115538.5938	0.600000024	7.260000229	0.500526316	0.805894737
0.593445883	10.2024641	10.2024641	115547.3828	0.589999974	7.282000065	0.500526316	0.805894737
0.593503746	10.20248318	10.20248318	115564.0938	0.600000024	7.302999973	0.500526316	0.805894737
0.593561627	10.20246887	10.20246887	115585.9141	0.600000024	7.330999851	0.500526316	0.805894737
0.5936195	10.20253849	10.20253849	115588.9297	0.600000024	7.342000008	0.500526316	0.805894737
