Day fraction since midnight on 	photometer (volts)	photometer (mg/L)	Source pressure (Pa)	Outlet Turb (NTU)	Inlet Turb (NTU)	Pump Control ()	Pump control backwash ()					Time	Cum Time	Inlet	Outlet
0.662446599	10.20250893	10.20250893	116267.0547	4.929999828	3.322999954	0.500526316	0.805894737					57235.38619	125.0003664	3.322999954	4.929999828
0.662504472	10.2025013	10.2025013	116261.1953	5.029999733	3.335999966	0.500526316	0.805894737					57240.38642	130.0005936	3.335999966	5.029999733
0.662562337	10.20258045	10.20258045	116269.5547	4.340000153	3.330999851	0.500526316	0.805894737					57245.38593	135.0001123	3.330999851	4.340000153
0.662620215	10.20256519	10.20256519	116260.5547	3.660000086	3.358999968	0.500526316	0.805894737					57250.38658	140.0007542	3.358999968	3.660000086
0.662678079	10.20246601	10.20246601	116251.1328	3.190000057	3.674000025	0.500526316	0.805894737					57255.38599	145.0001693	3.674000025	3.190000057
0.662735986	10.20230293	10.20230293	116233.7969	4.380000114	3.551000118	0.500526316	0.805894737					57260.38916	150.0033341	3.551000118	4.380000114
0.662793852	10.20244408	10.20244408	116252.8984	4.670000076	3.503000021	0.500526316	0.805894737					57265.38883	155.0030083	3.503000021	4.670000076
0.662851699	10.20252037	10.20252037	116227.8672	4.340000153	3.446000099	0.500526316	0.805894737					57270.38681	160.0009891	3.446000099	4.340000153
0.662909566	10.20247555	10.20247555	116249.2109	4.210000038	3.40199995	0.500526316	0.805894737					57275.3865	165.0006806	3.40199995	4.210000038
0.662967435	10.20243931	10.20243931	116236.4063	4.619999886	3.402999878	0.500526316	0.805894737					57280.38635	170.0005277	3.402999878	4.619999886
0.663025323	10.20267582	10.20267582	116223.8359	4.230000019	3.480000019	0.500526316	0.805894737					57285.38787	175.0020509	3.480000019	4.230000019
0.663083181	10.20267868	10.20267868	116219.75	4.260000229	3.437000036	0.500526316	0.805894737					57290.38685	180.0010253	3.437000036	4.260000229
0.663141048	10.20260048	10.20260048	116212.0547	4.039999962	3.460999966	0.500526316	0.805894737					57295.38652	185.0006995	3.460999966	4.039999962
0.663198911	10.20231533	10.20231533	116218.5859	3.950000048	3.417000055	0.500526316	0.805894737					57300.38593	190.0001059	3.417000055	3.950000048
0.663256784	10.20248318	10.20248318	116219.6563	3.680000067	3.431999922	0.500526316	0.805894737					57305.38613	195.0003072	3.431999922	3.680000067
0.663314667	10.20246983	10.20246983	116213.2109	3.769999981	3.427000046	0.500526316	0.805894737					57310.38724	200.0014157	3.427000046	3.769999981
0.663372532	10.20250416	10.20250416	116205.5625	3.670000076	3.40899992	0.500526316	0.805894737					57315.38675	205.0009258	3.40899992	3.670000076
0.663430394	10.2025547	10.2025547	116214.9688	3.910000086	3.389999867	0.500526316	0.805894737					57320.38606	210.0002371	3.389999867	3.910000086
0.663488276	10.20238304	10.20238304	116201.9141	3.559999943	3.443000078	0.500526316	0.805894737					57325.38708	215.0012592	3.443000078	3.559999943
0.663546164	10.20262909	10.20262909	116198.5781	3.569999933	3.427000046	0.500526316	0.805894737					57330.3886	220.0027738	3.427000046	3.569999933
0.663604022	10.20246601	10.20246601	116199.2266	3.700000048	3.431999922	0.500526316	0.805894737					57335.38752	225.0016963	3.431999922	3.700000048
0.663661901	10.20231724	10.20231724	116203.4844	3.49000001	3.434000015	0.500526316	0.805894737					57340.38825	230.0024246	3.434000015	3.49000001
0.66371979	10.20247555	10.20247555	116186.6563	3.710000038	3.460999966	0.500526316	0.805894737					57345.38989	235.0040688	3.460999966	3.710000038
0.663777651	10.2024641	10.2024641	116179.0391	3.420000076	3.446000099	0.500526316	0.805894737					57350.38902	240.0031987	3.446000099	3.420000076
0.663835508	10.20247173	10.20247173	116177.5703	3.950000048	3.457000017	0.500526316	0.805894737					57355.38785	245.0020262	3.457000017	3.950000048
0.663893395	10.20251656	10.20251656	116192.7734	4.029999733	3.430999994	0.500526316	0.805894737					57360.38935	250.0035235	3.430999994	4.029999733
0.66395127	10.20246696	10.20246696	116165.9297	4.190000057	3.417000055	0.500526316	0.805894737					57365.3897	255.0038803	3.417000055	4.190000057
0.664009159	10.20255184	10.20255184	116179.0234	3.539999962	3.41899991	0.500526316	0.805894737					57370.3913	260.0054813	3.41899991	3.539999962
0.664067022	10.2025547	10.2025547	116170.5859	3.359999895	3.461999893	0.500526316	0.805894737					57375.39067	265.0048531	3.461999893	3.359999895
0.664124893	10.20246696	10.20246696	116159.3047	2.920000076	3.444999933	0.500526316	0.805894737					57380.39073	270.0049075	3.444999933	2.920000076
