Day fraction since midnight on 	photometer (volts)	photometer (mg/L)	Source pressure (Pa)	Outlet Turb (NTU)	Inlet Turb (NTU)	Pump Control ()	Pump control backwash ()				
0.684064441	10.20264816	10.20264816	110859.3359	5.400000095	5.864999771	0.500526316	0.805894737	59088.16454	1905.021772	5.440000057	5.875
0.684122332	10.20247078	10.20247078	110856.9609	5.380000114	5.874000073	0.500526316	0.805894737	59093.16765	1910.024885	5.440000057	5.863999844
0.68418007	10.20247841	10.20247841	110877.1406	5.380000114	5.860000134	0.500526316	0.805894737	59098.15831	1915.015539	5.429999828	5.868999958
0.684238035	10.20246792	10.20246792	110861	5.389999867	5.869999886	0.500526316	0.805894737	59103.16768	1920.024907	5.429999828	5.843999863
0.684295915	10.20249367	10.20249367	110867.1797	5.409999847	5.875999928	0.500526316	0.805894737	59108.16944	1925.026672	5.400000095	5.864999771
0.684353794	10.20257568	10.20257568	110867.2422	5.420000076	5.871999741	0.500526316	0.805894737	59113.15808	1930.015313	5.380000114	5.874000073
0.684411645	10.2025547	10.2025547	110874.125	5.429999828	5.860000134	0.500526316	0.805894737	59118.1662	1935.023429	5.380000114	5.860000134
0.684469531	10.20250607	10.20250607	110874.7031	5.420000076	5.849999905	0.500526316	0.805894737	59123.16705	1940.024278	5.389999867	5.869999886
0.684527407	10.20256233	10.20256233	110883.4531	5.409999847	5.854000092	0.500526316	0.805894737	59128.16784	1945.025067	5.409999847	5.875999928
0.684585273	10.20260239	10.20260239	110889.3984	5.389999867	5.849999905	0.500526316	0.805894737	59133.16616	1950.023393	5.420000076	5.871999741
0.684643138	10.20248699	10.20248699	110884.6875	5.380000114	5.87899971	0.500526316	0.805894737	59138.16749	1955.024718	5.429999828	5.860000134
0.684701013	10.20230961	10.20230961	110883.1484	5.409999847	5.887000084	0.500526316	0.805894737	59143.16798	1960.025213	5.420000076	5.849999905
0.684758886	10.20254803	10.20254803	110893.0547	5.409999847	5.886000156	0.500526316	0.805894737	59148.16762	1965.024852	5.409999847	5.854000092
0.684816743	10.20251465	10.20251465	110900.4141	5.429999828	5.901000023	0.500526316	0.805894737	59153.16709	1970.024319	5.389999867	5.849999905
0.684874621	10.20252419	10.20252419	110900.6875	5.420000076	5.873000145	0.500526316	0.805894737	59158.16749	1975.024719	5.380000114	5.87899971
0.684932416	10.20247364	10.20247364	110898.9688	5.429999828	5.873000145	0.500526316	0.805894737	59163.16774	1980.024972	5.409999847	5.887000084
0.684990292	10.20246696	10.20246696	110896.2266	5.440000057	5.863999844	0.500526316	0.805894737	59168.1666	1985.023835	5.409999847	5.886000156
0.685048172	10.20261955	10.20261955	110893.0938	5.429999828	5.899000168	0.500526316	0.805894737	59173.16725	1990.024485	5.429999828	5.901000023
0.685106028	10.20262623	10.20262623	110897.1094	5.429999828	5.90199995	0.500526316	0.805894737	59178.16077	1995.017999	5.420000076	5.873000145
0.685163904	10.20251465	10.20251465	110911.5938	5.420000076	5.906000137	0.500526316	0.805894737	59183.16126	2000.018494	5.429999828	5.873000145
0.685221783	10.20240211	10.20240211	110914.375	5.429999828	5.889999867	0.500526316	0.805894737	59188.16205	2005.019283	5.440000057	5.863999844
0.685279703	10.20258522	10.20258522	110927.0391	5.409999847	5.87899971	0.500526316	0.805894737	59193.16083	2010.018059	5.429999828	5.899000168
0.685337595	10.20257378	10.20257378	110916.0078	5.429999828	5.866000176	0.500526316	0.805894737	59198.16133	2015.018562	5.429999828	5.90199995
0.685395408	10.20250702	10.20250702	110910.8828	5.449999809	5.87899971	0.500526316	0.805894737	59203.16208	2020.019308	5.420000076	5.906000137
0.685453252	10.2025404	10.2025404	110922.8984	5.460000038	5.883999825	0.500526316	0.805894737	59208.1663	2025.023527	5.429999828	5.889999867
0.685511228	10.20262718	10.20262718	110927.3672	5.460000038	5.871999741	0.500526316	0.805894737	59213.16823	2030.025456	5.409999847	5.87899971
0.685569087	10.20257854	10.20257854	110939.7656	5.440000057	5.87899971	0.500526316	0.805894737	59218.16324	2035.020473	5.429999828	5.866000176
0.685626957	10.20258808	10.20258808	110934.5391	5.429999828	5.889999867	0.500526316	0.805894737	59223.16096	2040.018195	5.449999809	5.87899971
0.685684721	10.20246601	10.20246601	110933.5781	5.449999809	5.880000114	0.500526316	0.805894737	59228.17013	2045.027356	5.460000038	5.883999825
0.685742697	10.20257378	10.20257378	110925.5156	5.460000038	5.866000176	0.500526316	0.805894737	59233.16914	2050.026373	5.460000038	5.871999741
0.685800462	10.20263577	10.20263577	110940.8984	5.440000057	5.855999947	0.500526316	0.805894737	59238.16908	2055.026307	5.440000057	5.87899971
0.685858446	10.20254993	10.20254993	110939.7891	5.429999828	5.887000084	0.500526316	0.805894737	59243.15989	2060.017116	5.429999828	5.889999867
0.685916212	10.20252323	10.20252323	110941.7344	5.440000057	5.870999813	0.500526316	0.805894737	59248.16904	2065.026269	5.449999809	5.880000114
0.685974181	10.20254517	10.20254517	110936.8906	5.449999809	5.857999802	0.500526316	0.805894737	59253.15992	2070.017148	5.460000038	5.866000176
0.686031947	10.20268631	10.20268631	110947.7109	5.46999979	5.834000111	0.500526316	0.805894737	59258.16971	2075.026939	5.440000057	5.855999947
0.686089922	10.20249748	10.20249748	110956.8906	5.480000019	5.849999905	0.500526316	0.805894737	59263.16067	2080.017904	5.429999828	5.887000084
0.686147794	10.20251656	10.20251656	110936.5156	5.460000038	5.845999718	0.500526316	0.805894737	59268.16925	2085.026478	5.440000057	5.870999813
0.686205665	10.20230961	10.20230961	110955.5391	5.440000057	5.850999832	0.500526316	0.805894737	59273.16019	2090.017417	5.449999809	5.857999802
0.686263426	10.20242214	10.20242214	110966.875	5.449999809	5.848999977	0.500526316	0.805894737	59278.16927	2095.0265	5.46999979	5.834000111
0.686321421	10.20250893	10.20250893	110965.5078	5.46999979	5.861999989	0.500526316	0.805894737	59283.1694	2100.026632	5.480000019	5.849999905
0.686379258	10.20256996	10.20256996	110967.9063	5.460000038	5.868999958	0.500526316	0.805894737	59288.16946	2105.026695	5.460000038	5.845999718
0.68643712	10.20247555	10.20247555	110954.2188	5.46999979	5.842999935	0.500526316	0.805894737	59293.16002	2110.017246	5.440000057	5.850999832
0.686495001	10.20248508	10.20248508	110969.4922	5.46999979	5.824999809	0.500526316	0.805894737	59298.17077	2115.027996	5.449999809	5.848999977
0.686552856	10.20258999	10.20258999	110967.25	5.489999771	5.822000027	0.500526316	0.805894737	59303.16787	2120.025096	5.46999979	5.861999989
0.686610736	10.20247936	10.20247936	110979.3984	5.510000229	5.822999954	0.500526316	0.805894737	59308.16717	2125.024399	5.460000038	5.868999958
0.686668605	10.20242119	10.20242119	110966.4219	5.519999981	5.81099987	0.500526316	0.805894737	59313.1681	2130.025334	5.46999979	5.842999935
0.686726475	10.20246601	10.20246601	110962.0703	5.510000229	5.795000076	0.500526316	0.805894737	59318.16674	2135.023972	5.46999979	5.824999809
0.686784336	10.20253754	10.20253754	110977.625	5.510000229	5.767000198	0.500526316	0.805894737	59323.16757	2140.024804	5.489999771	5.822000027
0.686842222	10.20249558	10.20249558	110980.7969	5.510000229	5.809000015	0.500526316	0.805894737	59328.16747	2145.024703	5.510000229	5.822999954
0.686900074	10.20259285	10.20259285	110983.1719	5.5	5.782999992	0.500526316	0.805894737	59333.16743	2150.024662	5.519999981	5.81099987
0.686957964	10.20253468	10.20253468	110976.8438	5.510000229	5.78399992	0.500526316	0.805894737	59338.16663	2155.023861	5.510000229	5.795000076
0.687015815	10.2025938	10.2025938	110981.0703	5.519999981	5.788000107	0.500526316	0.805894737	59343.16801	2160.025237	5.510000229	5.767000198
0.687073684	10.20250511	10.20250511	110989.5547	5.510000229	5.801000118	0.500526316	0.805894737	59348.16638	2165.023616	5.510000229	5.809000015
0.687131561	10.20255756	10.20255756	110986.6875	5.579999924	5.811999798	0.500526316	0.805894737	59353.16806	2170.025294	5.5	5.782999992
0.687189443	10.20231915	10.20231915	110971.6719	5.599999905	5.797999859	0.500526316	0.805894737	59358.16644	2175.023673	5.510000229	5.78399992
0.687247306	10.20261669	10.20261669	110999.8438	5.590000153	5.802000046	0.500526316	0.805894737	59363.16633	2180.023563	5.519999981	5.788000107
0.687305177	10.20252514	10.20252514	110981.1719	5.659999847	5.816999912	0.500526316	0.805894737	59368.16689	2185.024118	5.510000229	5.801000118
0.68736304	10.20260429	10.20260429	110989.7188	5.599999905	5.818999767	0.500526316	0.805894737	59373.16785	2190.02508	5.579999924	5.811999798
0.687420906	10.20258999	10.20258999	110990.3359	5.590000153	5.833000183	0.500526316	0.805894737	59378.1672	2195.024426	5.599999905	5.797999859
0.687478787	10.20252323	10.20252323	110975.3594	5.559999943	5.829999924	0.500526316	0.805894737	59383.16728	2200.024506	5.590000153	5.802000046
0.687536658	10.2026825	10.2026825	110979.7266	5.539999962	5.812999725	0.500526316	0.805894737	59388.16666	2205.023895	5.659999847	5.816999912
0.687594521	10.20257378	10.20257378	110976.4844	5.539999962	5.822000027	0.500526316	0.805894737	59393.1663	2210.023535	5.599999905	5.818999767
0.687652407	10.20256233	10.20256233	110969.8672	5.579999924	5.808000088	0.500526316	0.805894737	59398.16717	2215.024402	5.590000153	5.833000183
0.687710277	10.2023716	10.2023716	110983	5.579999924	5.785999775	0.500526316	0.805894737	59403.16723	2220.024465	5.559999943	5.829999924
0.687768138	10.20252323	10.20252323	110990.875	5.559999943	5.767000198	0.500526316	0.805894737	59408.1666	2225.023828	5.539999962	5.812999725
0.687825997	10.20253563	10.20253563	110988.6953	5.570000172	5.793000221	0.500526316	0.805894737	59413.16793	2230.025161	5.539999962	5.822000027
0.687883882	10.20253849	10.20253849	110993.2813	5.559999943	5.796000004	0.500526316	0.805894737	59418.16791	2235.025138	5.579999924	5.808000088
0.687941737	10.20250034	10.20250034	110998.0313	5.590000153	5.803999901	0.500526316	0.805894737	59423.16714	2240.024371	5.579999924	5.785999775
0.687999621	10.20251942	10.20251942	110993	5.639999867	5.80700016	0.500526316	0.805894737	59428.16614	2245.023372	5.559999943	5.767000198
0.688057476	10.20260906	10.20260906	110997.7734	5.650000095	5.80700016	0.500526316	0.805894737	59433.16739	2250.024618	5.570000172	5.793000221
0.688115363	10.20254898	10.20254898	110990.4141	5.650000095	5.800000191	0.500526316	0.805894737	59438.16607	2255.023299	5.559999943	5.796000004
0.688173236	10.20234489	10.20234489	111002.0703	5.599999905	5.789000034	0.500526316	0.805894737	59443.16724	2260.024468	5.590000153	5.803999901
0.688231091	10.2025156	10.2025156	110983.6641	5.579999924	5.81099987	0.500526316	0.805894737	59448.16591	2265.02314	5.639999867	5.80700016
0.688288957	10.20254135	10.20254135	110997.6641	5.570000172	5.805999756	0.500526316	0.805894737	59453.16735	2270.024585	5.650000095	5.80700016
0.688346846	10.20247269	10.20247269	110984.6172	5.559999943	5.809000015	0.500526316	0.805894737	59458.16755	2275.024778	5.650000095	5.800000191
0.688404719	10.20265198	10.20265198	111005.3047	5.519999981	5.822000027	0.500526316	0.805894737	59463.16627	2280.023502	5.599999905	5.789000034
0.688462586	10.20249462	10.20249462	111012.7969	5.539999962	5.81400013	0.500526316	0.805894737	59468.16592	2285.02315	5.579999924	5.81099987
0.68852044	10.20257187	10.20257187	111000.0156	5.550000191	5.830999851	0.500526316	0.805894737	59473.1675	2290.024734	5.570000172	5.805999756
0.688578325	10.20249367	10.20249367	111005.2188	5.570000172	5.835000038	0.500526316	0.805894737	59478.16774	2295.02497	5.559999943	5.809000015
0.688636181	10.2025938	10.2025938	110995.8281	5.559999943	5.838999748	0.500526316	0.805894737	59483.16744	2300.02467	5.519999981	5.822000027
0.688694061	10.20238781	10.20238781	111008.0547	5.550000191	5.84100008	0.500526316	0.805894737	59488.166	2305.023229	5.539999962	5.81400013
0.688751918	10.20256805	10.20256805	110997.8516	5.559999943	5.801000118	0.500526316	0.805894737	59493.1673	2310.024528	5.550000191	5.830999851
0.688809787	10.20261192	10.20261192	110995.2969	5.590000153	5.811999798	0.500526316	0.805894737	59498.16606	2315.023295	5.570000172	5.835000038
0.688867662	10.20250225	10.20250225	111006.8203	5.579999924	5.830999851	0.500526316	0.805894737	59503.16684	2320.024075	5.559999943	5.838999748
0.688925541	10.2024622	10.2024622	111016.5313	5.579999924	5.823999882	0.500526316	0.805894737	59508.1657	2325.022929	5.550000191	5.84100008
0.688983414	10.20255089	10.20255089	111012.8125	5.570000172	5.800000191	0.500526316	0.805894737	59513.16557	2330.022802	5.559999943	5.801000118
0.68904128	10.20266247	10.20266247	111004.7656	5.599999905	5.786999703	0.500526316	0.805894737	59518.16601	2335.023245	5.590000153	5.811999798
0.689099142	10.20257568	10.20257568	111013.8203	5.599999905	5.798999786	0.500526316	0.805894737	59523.16677	2340.023999	5.579999924	5.830999851
0.689157016	10.20247269	10.20247269	111017.5469	5.599999905	5.796999931	0.500526316	0.805894737	59528.16694	2345.024166	5.579999924	5.823999882
0.689214888	10.20244217	10.20244217	111005.2813	5.619999886	5.774000168	0.500526316	0.805894737	59533.16659	2350.023823	5.570000172	5.800000191
0.689272765	10.20254898	10.20254898	111017.6953	5.619999886	5.793000221	0.500526316	0.805894737	59538.16586	2355.023091	5.599999905	5.786999703
0.689330611	10.20244408	10.20244408	110998.5938	5.590000153	5.793000221	0.500526316	0.805894737	59543.16618	2360.023413	5.599999905	5.798999786
0.689388491	10.20252228	10.20252228	110993.3516	5.550000191	5.781000137	0.500526316	0.805894737	59548.16631	2365.023545	5.599999905	5.796999931
0.68944637	10.20250511	10.20250511	111014.0078	5.550000191	5.765999794	0.500526316	0.805894737	59553.1669	2370.024135	5.619999886	5.774000168
0.689504312	10.20260906	10.20260906	111007.0078	5.519999981	5.789999962	0.500526316	0.805894737	59558.16476	2375.021995	5.619999886	5.793000221
0.689562164	10.20261669	10.20261669	110990.1172	5.519999981	5.762000084	0.500526316	0.805894737	59563.16558	2380.02281	5.590000153	5.793000221
0.689620002	10.20261002	10.20261002	111004.375	5.519999981	5.763000011	0.500526316	0.805894737	59568.16634	2385.023573	5.550000191	5.781000137
0.689677891	10.20244694	10.20244694	111003.0234	5.529999733	5.802999973	0.500526316	0.805894737	59573.17258	2390.029813	5.550000191	5.765999794
0.689735757	10.20248222	10.20248222	110995.2813	5.529999733	5.795000076	0.500526316	0.805894737	59578.17096	2395.028192	5.519999981	5.789999962
0.689793611	10.20259094	10.20259094	110988.5469	5.529999733	5.828000069	0.500526316	0.805894737	59583.16815	2400.025378	5.519999981	5.762000084
0.6898515	10.20250893	10.20250893	110999.625	5.510000229	5.829999924	0.500526316	0.805894737	59588.16974	2405.02697	5.519999981	5.763000011
0.689909361	10.20250893	10.20250893	110985.6953	5.510000229	5.802000046	0.500526316	0.805894737	59593.16936	2410.026592	5.529999733	5.802999973
0.689967233	10.20252705	10.20252705	111002.5938	5.529999733	5.776000023	0.500526316	0.805894737	59598.16796	2415.025195	5.529999733	5.795000076
0.690025102	10.20264721	10.20264721	111003.8281	5.519999981	5.760000229	0.500526316	0.805894737	59603.16959	2420.026822	5.529999733	5.828000069
0.690082972	10.20259857	10.20259857	110990.2578	5.519999981	5.735000134	0.500526316	0.805894737	59608.16875	2425.025978	5.510000229	5.829999924
0.69014087	10.20255947	10.20255947	110985.0625	5.539999962	5.748000145	0.500526316	0.805894737	59613.16893	2430.026162	5.510000229	5.802000046
0.690198746	10.20246601	10.20246601	110999.0625	5.529999733	5.775000095	0.500526316	0.805894737	59618.16885	2435.026078	5.529999733	5.776000023
0.690256608	10.20250988	10.20250988	111003.5469	5.529999733	5.785999775	0.500526316	0.805894737	59623.16876	2440.025994	5.519999981	5.760000229
0.690314478	10.20262527	10.20262527	110991.5625	5.539999962	5.789999962	0.500526316	0.805894737	59628.17112	2445.028356	5.519999981	5.735000134
0.690372336	10.20256424	10.20256424	110991.7578	5.539999962	5.786999703	0.500526316	0.805894737	59633.17168	2450.028911	5.539999962	5.748000145
0.690430219	10.2025156	10.2025156	111007.3516	5.529999733	5.778999806	0.500526316	0.805894737	59638.17093	2455.028162	5.529999733	5.775000095
0.690488088	10.20254421	10.20254421	110993.4219	5.510000229	5.809000015	0.500526316	0.805894737	59643.17089	2460.028121	5.529999733	5.785999775
0.690545951	10.20261478	10.20261478	111011.6016	5.519999981	5.80700016	0.500526316	0.805894737	59648.16985	2465.027078	5.539999962	5.789999962
0.690603817	10.20254326	10.20254326	110987.8984	5.539999962	5.802999973	0.500526316	0.805894737	59653.1709	2470.028135	5.539999962	5.786999703
0.690661688	10.20249462	10.20249462	110989.4688	5.539999962	5.801000118	0.500526316	0.805894737	59658.17084	2475.028068	5.529999733	5.778999806
0.690719631	10.20247364	10.20247364	111011.4844	5.510000229	5.801000118	0.500526316	0.805894737	59663.17018	2480.027406	5.510000229	5.809000015
0.690777445	10.20246601	10.20246601	111012	5.5	5.811999798	0.500526316	0.805894737	59668.16978	2485.027011	5.519999981	5.80700016
0.690835314	10.2024641	10.2024641	110990.9609	5.519999981	5.800000191	0.500526316	0.805894737	59673.16982	2490.027048	5.539999962	5.802999973
0.690893178	10.20251274	10.20251274	110991.7344	5.519999981	5.786999703	0.500526316	0.805894737	59678.17609	2495.033323	5.539999962	5.801000118
0.690951053	10.20256996	10.20256996	111001.9531	5.519999981	5.789000034	0.500526316	0.805894737	59683.1712	2500.028436	5.510000229	5.801000118
0.691008912	10.20274353	10.20274353	110981.8828	5.519999981	5.770999908	0.500526316	0.805894737	59688.17112	2505.028352	5.5	5.811999798
0.691066798	10.20254421	10.20254421	110988.9688	5.529999733	5.755000114	0.500526316	0.805894737	59693.1706	2510.027827	5.519999981	5.800000191
0.691124667	10.20262337	10.20262337	110980.9609	5.529999733	5.743000031	0.500526316	0.805894737	59698.17094	2515.028175	5.519999981	5.786999703
0.691182534	10.20252895	10.20252895	110979.7813	5.539999962	5.712999821	0.500526316	0.805894737	59703.16996	2520.027193	5.519999981	5.789000034
0.691240398	10.20258808	10.20258808	110996.0781	5.550000191	5.679999828	0.500526316	0.805894737	59708.17136	2525.028587	5.519999981	5.770999908
0.691298266	10.20257568	10.20257568	110982.2656	5.559999943	5.702000141	0.500526316	0.805894737	59713.17122	2530.028451	5.529999733	5.755000114
0.691356147	10.20256519	10.20256519	110961.6719	5.559999943	5.670000076	0.500526316	0.805894737	59718.17095	2535.028177	5.529999733	5.743000031
0.691414022	10.20248127	10.20248127	110971.4531	5.539999962	5.668000221	0.500526316	0.805894737	59723.17034	2540.027575	5.539999962	5.712999821
0.691471922	10.20252228	10.20252228	110965.3125	5.529999733	5.678999901	0.500526316	0.805894737	59728.17019	2545.027422	5.550000191	5.679999828
0.691529693	10.20271778	10.20271778	110980.9219	5.539999962	5.68200016	0.500526316	0.805894737	59733.17111	2550.02834	5.559999943	5.702000141
0.691587674	10.20262337	10.20262337	110973.1328	5.539999962	5.684999943	0.500526316	0.805894737	59738.17146	2555.028688	5.559999943	5.670000076
0.691645433	10.20250797	10.20250797	110991.2656	5.550000191	5.687999725	0.500526316	0.805894737	59743.17408	2560.031309	5.539999962	5.668000221
0.69170341	10.20254135	10.20254135	110991.6172	5.550000191	5.711999893	0.500526316	0.805894737	59748.16547	2565.022697	5.529999733	5.678999901
0.691761286	10.20246696	10.20246696	110973.5078	5.550000191	5.713999748	0.500526316	0.805894737	59753.17504	2570.032273	5.539999962	5.68200016
0.691819154	10.20255852	10.20255852	110983.7422	5.529999733	5.736000061	0.500526316	0.805894737	59758.16539	2575.022625	5.539999962	5.684999943
0.691877017	10.20254707	10.20254707	110983.9844	5.519999981	5.723999977	0.500526316	0.805894737	59763.17462	2580.031846	5.550000191	5.687999725
0.691934888	10.20247078	10.20247078	110968.0469	5.529999733	5.720999718	0.500526316	0.805894737	59768.17508	2585.032307	5.550000191	5.711999893
0.691992763	10.20263672	10.20263672	110959.9531	5.550000191	5.712999821	0.500526316	0.805894737	59773.17494	2590.032171	5.550000191	5.713999748
0.692050628	10.20259857	10.20259857	110979.9609	5.559999943	5.725999832	0.500526316	0.805894737	59778.17423	2595.031465	5.529999733	5.736000061
0.6921085	10.20261574	10.20261574	110972.9141	5.570000172	5.71999979	0.500526316	0.805894737	59783.17431	2600.031545	5.519999981	5.723999977
0.692166379	10.20239067	10.20239067	110955.3125	5.570000172	5.705999851	0.500526316	0.805894737	59788.17475	2605.03198	5.529999733	5.720999718
0.692224254	10.20240307	10.20240307	110960.5078	5.570000172	5.697000027	0.500526316	0.805894737	59793.17426	2610.03149	5.550000191	5.712999821
0.692282114	10.20252991	10.20252991	110963.7266	5.559999943	5.710999966	0.500526316	0.805894737	59798.1744	2615.031631	5.559999943	5.725999832
0.692339984	10.20246029	10.20246029	110965.2969	5.570000172	5.717000008	0.500526316	0.805894737	59803.1751	2620.032333	5.570000172	5.71999979
0.69239785	10.20257187	10.20257187	110972.8828	5.559999943	5.734000206	0.500526316	0.805894737	59808.17558	2625.032811	5.570000172	5.705999851
0.692455779	10.20246983	10.20246983	110955.2891	5.570000172	5.72300005	0.500526316	0.805894737	59813.17467	2630.031898	5.570000172	5.697000027
0.692513589	10.20258331	10.20258331	110955.2891	5.559999943	5.727000237	0.500526316	0.805894737	59818.17463	2635.031866	5.559999943	5.710999966
0.69257146	10.20260239	10.20260239	110954.5313	5.570000172	5.737999916	0.500526316	0.805894737	59823.17426	2640.031488	5.570000172	5.717000008
0.692629342	10.20251656	10.20251656	110964.6328	5.550000191	5.769999981	0.500526316	0.805894737	59828.17926	2645.036493	5.559999943	5.734000206
0.692687213	10.20247746	10.20247746	110949.4609	5.550000191	5.728000164	0.500526316	0.805894737	59833.17412	2650.031355	5.570000172	5.72300005
0.692745089	10.2026453	10.2026453	110946.5	5.550000191	5.697999954	0.500526316	0.805894737	59838.17414	2655.031366	5.559999943	5.727000237
0.692802957	10.20258617	10.20258617	110949.0078	5.550000191	5.703000069	0.500526316	0.805894737	59843.17516	2660.032388	5.570000172	5.737999916
0.692860818	10.20252609	10.20252609	110953.1406	5.559999943	5.695000172	0.500526316	0.805894737	59848.17523	2665.03246	5.550000191	5.769999981
0.692918678	10.20261097	10.20261097	110956.4922	5.539999962	5.709000111	0.500526316	0.805894737	59853.17572	2670.032946	5.550000191	5.728000164
0.692976558	10.20257378	10.20257378	110940.7578	5.550000191	5.710000038	0.500526316	0.805894737	59858.17549	2675.032724	5.550000191	5.697999954
0.693034427	10.20266628	10.20266628	110946.8594	5.570000172	5.725999832	0.500526316	0.805894737	59863.17465	2680.03188	5.550000191	5.703000069
0.693092304	10.20254421	10.20254421	110933.1172	5.590000153	5.710999966	0.500526316	0.805894737	59868.17376	2685.030993	5.559999943	5.695000172
0.693150176	10.20243835	10.20243835	110941.6953	5.590000153	5.711999893	0.500526316	0.805894737	59873.17463	2690.031859	5.539999962	5.709000111
0.693208041	10.20246792	10.20246792	110939.5703	5.590000153	5.711999893	0.500526316	0.805894737	59878.17448	2695.031715	5.550000191	5.710000038
0.693265834	10.20257759	10.20257759	110930.5234	5.599999905	5.703000069	0.500526316	0.805894737	59883.1751	2700.032331	5.570000172	5.725999832
0.69332377	10.20253849	10.20253849	110924.7656	5.570000172	5.68900013	0.500526316	0.805894737	59888.17519	2705.03242	5.590000153	5.710999966
0.693381625	10.20258999	10.20258999	110930.5781	5.559999943	5.684000015	0.500526316	0.805894737	59893.17474	2710.031973	5.590000153	5.711999893
0.693439474	10.20251274	10.20251274	110920.8594	5.559999943	5.671999931	0.500526316	0.805894737	59898.16807	2715.025306	5.590000153	5.711999893
0.693497369	10.20268345	10.20268345	110927.8125	5.579999924	5.690000057	0.500526316	0.805894737	59903.17369	2720.030924	5.599999905	5.703000069
0.693555277	10.20256805	10.20256805	110930.5938	5.590000153	5.69299984	0.500526316	0.805894737	59908.1724	2725.029631	5.570000172	5.68900013
0.693613134	10.20256901	10.20256901	110914.3203	5.610000134	5.708000183	0.500526316	0.805894737	59913.17051	2730.027741	5.559999943	5.684000015
0.693671013	10.20250034	10.20250034	110926.3906	5.619999886	5.678999901	0.500526316	0.805894737	59918.17265	2735.029878	5.559999943	5.671999931
0.6937289	10.20254517	10.20254517	110915.3047	5.599999905	5.710000038	0.500526316	0.805894737	59923.17589	2740.03312	5.579999924	5.690000057
0.693786771	10.20252228	10.20252228	110907.6406	5.610000134	5.730999947	0.500526316	0.805894737	59928.17478	2745.032008	5.590000153	5.69299984
0.693844636	10.20245743	10.20245743	110903.3906	5.610000134	5.735000134	0.500526316	0.805894737	59933.17552	2750.032754	5.610000134	5.708000183
0.693902402	10.20252609	10.20252609	110914.0859	5.630000114	5.703000069	0.500526316	0.805894737	59938.17696	2755.034191	5.619999886	5.678999901
0.693960274	10.2024765	10.2024765	110893.0547	5.639999867	5.695000172	0.500526316	0.805894737	59943.17705	2760.03428	5.599999905	5.710000038
0.69401819	10.20265675	10.20265675	110924.6016	5.610000134	5.690000057	0.500526316	0.805894737	59948.17657	2765.033798	5.610000134	5.730999947
0.694076066	10.20253277	10.20253277	110883.0781	5.610000134	5.690000057	0.500526316	0.805894737	59953.16756	2770.024789	5.610000134	5.735000134
0.694133926	10.20244122	10.20244122	110894.8594	5.599999905	5.669000149	0.500526316	0.805894737	59958.16763	2775.024861	5.630000114	5.703000069
0.694191793	10.20244789	10.20244789	110898.7344	5.590000153	5.657000065	0.500526316	0.805894737	59963.17163	2780.028864	5.639999867	5.695000172
0.694249657	10.20257282	10.20257282	110880.9844	5.570000172	5.664000034	0.500526316	0.805894737	59968.17208	2785.029307	5.610000134	5.690000057
0.694307561	10.20253944	10.20253944	110887.9531	5.559999943	5.676000118	0.500526316	0.805894737	59973.17122	2790.028454	5.610000134	5.690000057
0.694365432	10.20249558	10.20249558	110875.3203	5.579999924	5.710000038	0.500526316	0.805894737	59978.17092	2795.028146	5.599999905	5.669000149
0.694423324	10.20248795	10.20248795	110887.1172	5.590000153	5.730000019	0.500526316	0.805894737	59983.1704	2800.02763	5.590000153	5.657000065
0.694481199	10.20261765	10.20261765	110882.6328	5.590000153	5.737999916	0.500526316	0.805894737	59988.17324	2805.030475	5.570000172	5.664000034
0.694539079	10.2025404	10.2025404	110856.9453	5.599999905	5.745999813	0.500526316	0.805894737	59993.17329	2810.030521	5.559999943	5.676000118
0.694596939	10.20255756	10.20255756	110864.2891	5.590000153	5.727000237	0.500526316	0.805894737	59998.17517	2815.032398	5.579999924	5.710000038
0.694654825	10.20244884	10.20244884	110867.5	5.610000134	5.704999924	0.500526316	0.805894737	60003.17555	2820.032781	5.590000153	5.730000019
0.694712697	10.20239162	10.20239162	110879.4922	5.619999886	5.683000088	0.500526316	0.805894737	60008.17645	2825.033682	5.590000153	5.737999916
0.69477056	10.20255089	10.20255089	110867.3281	5.630000114	5.660999775	0.500526316	0.805894737	60013.17556	2830.032795	5.599999905	5.745999813
0.694828422	10.20254135	10.20254135	110859.6094	5.619999886	5.668000221	0.500526316	0.805894737	60018.17685	2835.034076	5.590000153	5.727000237
0.694886304	10.20256615	10.20256615	110860.2422	5.630000114	5.690999985	0.500526316	0.805894737	60023.17698	2840.034208	5.610000134	5.704999924
0.694944189	10.20253086	10.20253086	110854.3438	5.639999867	5.708000183	0.500526316	0.805894737	60028.17642	2845.033649	5.619999886	5.683000088
0.695002053	10.20260715	10.20260715	110854.9688	5.650000095	5.679999828	0.500526316	0.805894737	60033.17562	2850.032848	5.630000114	5.660999775
0.695059915	10.20264053	10.20264053	110850.8672	5.659999847	5.687999725	0.500526316	0.805894737	60038.17668	2855.033914	5.619999886	5.668000221
0.695117796	10.20246506	10.20246506	110875.5781	5.659999847	5.664999962	0.500526316	0.805894737	60043.17793	2860.03516	5.630000114	5.690999985
0.69517567	10.20235157	10.20235157	110845.4844	5.659999847	5.671000004	0.500526316	0.805894737	60048.17737	2865.034601	5.639999867	5.708000183
