Day fraction since midnight on 	photometer (volts)	photometer (mg/L)	Source pressure (Pa)	Outlet Turb (NTU)	Inlet Turb (NTU)	Pump Control ()	Pump control backwash ()				
0.67283739	10.20246696	10.20246696	110968.0391	4.25	6.34100008	0.500526316	0.805894737	58118.15582	935.0130499	4.199999809	6.298999786
0.672895262	10.20239067	10.20239067	110950.6016	4.269999981	6.352000237	0.500526316	0.805894737	58123.15561	940.0128365	4.230000019	6.31099987
0.672953133	10.20250511	10.20250511	110958.4141	4.289999962	6.322000027	0.500526316	0.805894737	58128.15419	945.0114221	4.25	6.30700016
0.673011001	10.2024641	10.2024641	110963.4063	4.279999733	6.28399992	0.500526316	0.805894737	58133.15049	950.0077181	4.260000229	6.308000088
0.673068863	10.20258617	10.20258617	110949.5234	4.279999733	6.294000149	0.500526316	0.805894737	58138.15064	955.0078675	4.25	6.34100008
0.673126723	10.20250511	10.20250511	110965	4.300000191	6.31099987	0.500526316	0.805894737	58143.15067	960.007896	4.269999981	6.352000237
0.673184612	10.20245838	10.20245838	110965.9609	4.300000191	6.335999966	0.500526316	0.805894737	58148.15047	965.0076998	4.289999962	6.322000027
0.673242482	10.20239162	10.20239162	110954.7734	4.300000191	6.34800005	0.500526316	0.805894737	58153.14979	970.0070198	4.279999733	6.28399992
0.673300353	10.20254326	10.20254326	110955.2813	4.320000172	6.328999996	0.500526316	0.805894737	58158.14887	975.0060979	4.279999733	6.294000149
0.673358219	10.20246506	10.20246506	110971.0859	4.329999924	6.330999851	0.500526316	0.805894737	58163.15047	980.0076989	4.300000191	6.31099987
0.673416149	10.20243549	10.20243549	110965.9609	4.340000153	6.309999943	0.500526316	0.805894737	58168.15048	985.0077101	4.300000191	6.335999966
0.673474019	10.20254421	10.20254421	110959.8828	4.360000134	6.326000214	0.500526316	0.805894737	58173.15053	990.0077558	4.300000191	6.34800005
0.673531888	10.20245552	10.20245552	110966.8281	4.380000114	6.31400013	0.500526316	0.805894737	58178.15009	995.0073178	4.320000172	6.328999996
0.673589753	10.20262146	10.20262146	110945.9531	4.389999867	6.296000004	0.500526316	0.805894737	58183.1553	1000.01253	4.329999924	6.330999851
0.673647609	10.20240021	10.20240021	110969.1875	4.400000095	6.297999859	0.500526316	0.805894737	58188.1552	1005.012429	4.340000153	6.309999943
0.673705489	10.20252705	10.20252705	110968.1172	4.389999867	6.296999931	0.500526316	0.805894737	58193.15516	1010.012388	4.360000134	6.326000214
0.673763353	10.20240688	10.20240688	110944.4844	4.429999828	6.327000141	0.500526316	0.805894737	58198.15464	1015.011873	4.380000114	6.31400013
0.673821235	10.20249176	10.20249176	110953.1016	4.429999828	6.297999859	0.500526316	0.805894737	58203.1534	1020.010631	4.389999867	6.296000004
0.673879094	10.20248985	10.20248985	110941.4531	4.440000057	6.297999859	0.500526316	0.805894737	58208.15421	1025.011437	4.400000095	6.297999859
0.673936963	10.20239639	10.20239639	110951.5156	4.46999979	6.308000088	0.500526316	0.805894737	58213.1537	1030.01093	4.389999867	6.296999931
0.673994831	10.20248699	10.20248699	110944.8125	4.460000038	6.293000221	0.500526316	0.805894737	58218.15473	1035.011961	4.429999828	6.327000141
0.674052706	10.20250034	10.20250034	110944.5938	4.480000019	6.294000149	0.500526316	0.805894737	58223.15374	1040.01097	4.429999828	6.297999859
0.674110594	10.20260048	10.20260048	110957.8672	4.489999771	6.300000191	0.500526316	0.805894737	58228.15362	1045.010851	4.440000057	6.297999859
0.67416846	10.20257378	10.20257378	110936.2266	4.5	6.288000107	0.500526316	0.805894737	58233.15337	1050.010603	4.46999979	6.308000088
0.674226317	10.20232677	10.20232677	110952.6328	4.5	6.250999928	0.500526316	0.805894737	58238.15379	1055.01102	4.460000038	6.293000221
0.67428419	10.2024374	10.2024374	110927.7734	4.489999771	6.269000053	0.500526316	0.805894737	58243.1553	1060.012526	4.480000019	6.294000149
0.67434207	10.20248413	10.20248413	110936.8359	4.5	6.286999703	0.500526316	0.805894737	58248.15491	1065.01214	4.489999771	6.300000191
0.674399935	10.20248222	10.20248222	110943.4453	4.510000229	6.244999886	0.500526316	0.805894737	58253.1538	1070.011028	4.5	6.288000107
0.674457801	10.20255089	10.20255089	110936.3125	4.510000229	6.265999794	0.500526316	0.805894737	58258.15403	1075.011264	4.5	6.250999928
0.674515669	10.20247841	10.20247841	110924.3047	4.550000191	6.270999908	0.500526316	0.805894737	58263.1548	1080.012036	4.489999771	6.269000053
0.674573548	10.2026186	10.2026186	110934.3828	4.570000172	6.25699997	0.500526316	0.805894737	58268.15438	1085.011615	4.5	6.286999703
0.674631404	10.20256424	10.20256424	110942.5781	4.570000172	6.279999733	0.500526316	0.805894737	58273.15397	1090.011203	4.510000229	6.244999886
0.674689295	10.20249462	10.20249462	110965.7734	4.579999924	6.269999981	0.500526316	0.805894737	58278.15384	1095.011067	4.510000229	6.265999794
0.674747162	10.20230293	10.20230293	110941.9844	4.619999886	6.271999836	0.500526316	0.805894737	58283.15454	1100.011769	4.550000191	6.270999908
0.674805025	10.20248413	10.20248413	110930.4531	4.619999886	6.282000065	0.500526316	0.805894737	58288.15331	1105.010545	4.570000172	6.25699997
0.6748629	10.20248985	10.20248985	110933.0391	4.610000134	6.290999889	0.500526316	0.805894737	58293.15511	1110.012345	4.570000172	6.279999733
0.67492076	10.20247269	10.20247269	110938.8203	4.639999867	6.274000168	0.500526316	0.805894737	58298.1548	1115.012028	4.579999924	6.269999981
0.674978628	10.2025156	10.2025156	110941.625	4.630000114	6.263000011	0.500526316	0.805894737	58303.15412	1120.011348	4.619999886	6.271999836
0.675036501	10.20248699	10.20248699	110931.1641	4.650000095	6.291999817	0.500526316	0.805894737	58308.15454	1125.011773	4.619999886	6.282000065
0.67509438	10.20262146	10.20262146	110931.3359	4.679999828	6.289999962	0.500526316	0.805894737	58313.15369	1130.010921	4.610000134	6.290999889
0.67515224	10.20249653	10.20249653	110928.6953	4.71999979	6.277999878	0.500526316	0.805894737	58318.15342	1135.010655	4.639999867	6.274000168
0.675210115	10.20242405	10.20242405	110944.1719	4.739999771	6.303999901	0.500526316	0.805894737	58323.15365	1140.010883	4.630000114	6.263000011
0.675267994	10.20247555	10.20247555	110937.5547	4.739999771	6.288000107	0.500526316	0.805894737	58328.15441	1145.011637	4.650000095	6.291999817
0.675325857	10.20247459	10.20247459	110925.9375	4.71999979	6.255000114	0.500526316	0.805894737	58333.15352	1150.010749	4.679999828	6.289999962
0.67538369	10.20254993	10.20254993	110940.1328	4.739999771	6.257999897	0.500526316	0.805894737	58338.15389	1155.011124	4.71999979	6.277999878
0.675441557	10.20250893	10.20250893	110926.7734	4.760000229	6.244999886	0.500526316	0.805894737	58343.1547	1160.01193	4.739999771	6.303999901
0.675499441	10.20251942	10.20251942	110923.7031	4.760000229	6.255000114	0.500526316	0.805894737	58348.15407	1165.011301	4.739999771	6.288000107
0.675557306	10.20263577	10.20263577	110931.0078	4.789999962	6.270999908	0.500526316	0.805894737	58353.15078	1170.008012	4.71999979	6.255000114
0.67561517	10.20250416	10.20250416	110936.1641	4.789999962	6.281000137	0.500526316	0.805894737	58358.15048	1175.007712	4.739999771	6.257999897
0.675673047	10.2025404	10.2025404	110930.8359	4.779999733	6.262000084	0.500526316	0.805894737	58363.15171	1180.008942	4.760000229	6.244999886
0.675730907	10.20240784	10.20240784	110931.7188	4.789999962	6.25	0.500526316	0.805894737	58368.15124	1185.008469	4.760000229	6.255000114
0.675788786	10.20257568	10.20257568	110915.5625	4.809999943	6.256000042	0.500526316	0.805894737	58373.15067	1190.007901	4.789999962	6.270999908
0.675846689	10.20253372	10.20253372	110932.0078	4.809999943	6.245999813	0.500526316	0.805894737	58378.15128	1195.008509	4.789999962	6.281000137
0.675904545	10.20243931	10.20243931	110927.5469	4.860000134	6.251999855	0.500526316	0.805894737	58383.15034	1200.00757	4.779999733	6.262000084
0.675962432	10.20248318	10.20248318	110907.0703	4.860000134	6.258999825	0.500526316	0.805894737	58388.1511	1205.008332	4.789999962	6.25
0.676020294	10.20253658	10.20253658	110934.0625	4.869999886	6.243999958	0.500526316	0.805894737	58393.15393	1210.01116	4.809999943	6.256000042
0.676078261	10.20256615	10.20256615	110904.7813	4.880000114	6.210999966	0.500526316	0.805894737	58398.15268	1215.00991	4.809999943	6.245999813
0.676135996	10.20252609	10.20252609	110916.3516	4.900000095	6.176000118	0.500526316	0.805894737	58403.15412	1220.011347	4.860000134	6.251999855
0.676193978	10.20258427	10.20258427	110921.7188	4.900000095	6.177999973	0.500526316	0.805894737	58408.15337	1225.010598	4.860000134	6.258999825
0.676251845	10.20243359	10.20243359	110902.4609	4.909999847	6.206999779	0.500526316	0.805894737	58413.16177	1230.018998	4.869999886	6.243999958
0.67630968	10.20248318	10.20248318	110907.9141	4.920000076	6.22300005	0.500526316	0.805894737	58418.15009	1235.00732	4.880000114	6.210999966
0.676367542	10.20246124	10.20246124	110906.1328	4.900000095	6.230000019	0.500526316	0.805894737	58423.15966	1240.016887	4.900000095	6.176000118
0.676425361	10.20252609	10.20252609	110919.5156	4.909999847	6.213999748	0.500526316	0.805894737	58428.1594	1245.01663	4.900000095	6.177999973
0.676483335	10.20249653	10.20249653	110916.0781	4.909999847	6.197000027	0.500526316	0.805894737	58433.15636	1250.013591	4.909999847	6.206999779
0.676541105	10.20250034	10.20250034	110895.2109	4.929999828	6.176000118	0.500526316	0.805894737	58438.15561	1255.012842	4.920000076	6.22300005
0.676598979	10.2025795	10.2025795	110897.9141	4.920000076	6.204999924	0.500526316	0.805894737	58443.15122	1260.008456	4.900000095	6.230000019
0.676656947	10.20248222	10.20248222	110903.4219	4.929999828	6.195000172	0.500526316	0.805894737	58448.16017	1265.017401	4.909999847	6.213999748
0.676714815	10.20243645	10.20243645	110892.1875	4.940000057	6.208000183	0.500526316	0.805894737	58453.15148	1270.008711	4.909999847	6.197000027
0.676772608	10.20250893	10.20250893	110904.3359	4.949999809	6.191999912	0.500526316	0.805894737	58458.15176	1275.00899	4.929999828	6.176000118
0.676830485	10.20253277	10.20253277	110900.7578	4.960000038	6.173999786	0.500526316	0.805894737	58463.16026	1280.017486	4.920000076	6.204999924
0.676888338	10.20256996	10.20256996	110906.7109	4.940000057	6.193999767	0.500526316	0.805894737	58468.16005	1285.017281	4.929999828	6.195000172
0.676946212	10.20249367	10.20249367	110909.5859	4.940000057	6.197999954	0.500526316	0.805894737	58473.15334	1290.010571	4.940000057	6.208000183
0.677004084	10.20258713	10.20258713	110878.8516	4.960000038	6.166999817	0.500526316	0.805894737	58478.15391	1295.011143	4.949999809	6.191999912
0.677061966	10.20264435	10.20264435	110875.625	4.980000019	6.159999847	0.500526316	0.805894737	58483.15244	1300.009668	4.960000038	6.173999786
0.677119819	10.20258617	10.20258617	110898.9531	4.989999771	6.15199995	0.500526316	0.805894737	58488.15274	1305.009973	4.940000057	6.193999767
0.677177708	10.20252037	10.20252037	110877.1797	5	6.15899992	0.500526316	0.805894737	58493.15285	1310.01008	4.940000057	6.197999954
0.677235572	10.20232964	10.20232964	110887.5156	5.010000229	6.172999859	0.500526316	0.805894737	58498.15384	1315.011067	4.960000038	6.166999817
0.677293438	10.20245457	10.20245457	110876.3125	5.010000229	6.172999859	0.500526316	0.805894737	58503.15235	1320.009584	4.980000019	6.159999847
0.677351313	10.20260143	10.20260143	110880.4531	5.010000229	6.164999962	0.500526316	0.805894737	58508.154	1325.011228	4.989999771	6.15199995
0.677409168	10.20246887	10.20246887	110884.4922	5.010000229	6.168000221	0.500526316	0.805894737	58513.15345	1330.010677	5	6.15899992
0.677467046	10.20252132	10.20252132	110892.6328	5	6.138999939	0.500526316	0.805894737	58518.153	1335.010231	5.010000229	6.172999859
0.677524904	10.20249462	10.20249462	110897.0156	4.989999771	6.161999703	0.500526316	0.805894737	58523.15346	1340.010691	5.010000229	6.172999859
0.677582773	10.20259762	10.20259762	110870.3828	5.019999981	6.159999847	0.500526316	0.805894737	58528.15215	1345.00938	5.010000229	6.164999962
0.67764066	10.20241165	10.20241165	110877.1484	5.039999962	6.151000023	0.500526316	0.805894737	58533.15279	1350.010022	5.010000229	6.168000221
0.677698527	10.20238209	10.20238209	110876	5.029999733	6.13199997	0.500526316	0.805894737	58538.15171	1355.008936	5	6.138999939
0.677756499	10.20241737	10.20241737	110876.3672	5.029999733	6.113999844	0.500526316	0.805894737	58543.15154	1360.008775	4.989999771	6.161999703
0.677814268	10.2024622	10.2024622	110870.9766	5.029999733	6.112999916	0.500526316	0.805894737	58548.15299	1365.01022	5.019999981	6.159999847
0.677872263	10.20244694	10.20244694	110865.75	5.029999733	6.132999897	0.500526316	0.805894737	58553.15277	1370.009998	5.039999962	6.151000023
0.677930009	10.20250416	10.20250416	110864.4531	5.039999962	6.126999855	0.500526316	0.805894737	58558.16147	1375.018701	5.029999733	6.13199997
0.677987979	10.20255566	10.20255566	110857.9219	5.050000191	6.168000221	0.500526316	0.805894737	58563.15279	1380.01002	5.029999733	6.113999844
0.678045752	10.20256233	10.20256233	110862.4688	5.059999943	6.164000034	0.500526316	0.805894737	58568.16348	1385.020711	5.029999733	6.112999916
0.678103723	10.20259094	10.20259094	110847.7969	5.070000172	6.163000107	0.500526316	0.805894737	58573.1528	1390.010034	5.029999733	6.132999897
0.67816159	10.20256424	10.20256424	110854.6797	5.090000153	6.164000034	0.500526316	0.805894737	58578.16139	1395.018625	5.039999962	6.126999855
0.678219467	10.20240593	10.20240593	110846.1484	5.099999905	6.201000214	0.500526316	0.805894737	58583.153	1400.010229	5.050000191	6.168000221
0.678277336	10.20253944	10.20253944	110832.8594	5.110000134	6.190999985	0.500526316	0.805894737	58588.16168	1405.018907	5.059999943	6.164000034
0.6783351	10.20247269	10.20247269	110836.9922	5.119999886	6.19299984	0.500526316	0.805894737	58593.16136	1410.018589	5.070000172	6.163000107
0.678393072	10.20246506	10.20246506	110851.7109	5.119999886	6.190999985	0.500526316	0.805894737	58598.16191	1415.019145	5.090000153	6.164000034
0.678450953	10.20249462	10.20249462	110827.0859	5.099999905	6.175000191	0.500526316	0.805894737	58603.16184	1420.01907	5.099999905	6.201000214
0.67850882	10.20253372	10.20253372	110844.4375	5.079999924	6.169000149	0.500526316	0.805894737	58608.15266	1425.009888	5.110000134	6.190999985
0.678566694	10.2026329	10.2026329	110842.5938	5.099999905	6.201000214	0.500526316	0.805894737	58613.16144	1430.018669	5.119999886	6.19299984
0.678624558	10.20245457	10.20245457	110816.8672	5.130000114	6.202000141	0.500526316	0.805894737	58618.16232	1435.019553	5.119999886	6.190999985
0.678682424	10.20253277	10.20253277	110815.7422	5.159999847	6.178999901	0.500526316	0.805894737	58623.16202	1440.019253	5.099999905	6.175000191
0.678740271	10.20238304	10.20238304	110824.9922	5.170000076	6.187999725	0.500526316	0.805894737	58628.16239	1445.019618	5.079999924	6.169000149
0.678798137	10.20248032	10.20248032	110809.8047	5.159999847	6.150000095	0.500526316	0.805894737	58633.16178	1450.019007	5.099999905	6.201000214
0.67885602	10.20249558	10.20249558	110823.2891	5.139999867	6.142000198	0.500526316	0.805894737	58638.16142	1455.018656	5.130000114	6.202000141
0.678913891	10.20240879	10.20240879	110814.2656	5.159999847	6.123000145	0.500526316	0.805894737	58643.15943	1460.016662	5.159999847	6.178999901
0.678971764	10.20255089	10.20255089	110818.9609	5.170000076	6.106999874	0.500526316	0.805894737	58648.15901	1465.016242	5.170000076	6.187999725
0.679029638	10.20253086	10.20253086	110828.1406	5.170000076	6.132999897	0.500526316	0.805894737	58653.16011	1470.017341	5.159999847	6.150000095
0.679087495	10.20264721	10.20264721	110804.5938	5.170000076	6.157000065	0.500526316	0.805894737	58658.16015	1475.017379	5.139999867	6.142000198
0.679145363	10.20257378	10.20257378	110804.2969	5.159999847	6.15899992	0.500526316	0.805894737	58663.16037	1480.017597	5.159999847	6.123000145
0.679203232	10.20244026	10.20244026	110807.4375	5.170000076	6.147999764	0.500526316	0.805894737	58668.16072	1485.017954	5.170000076	6.106999874
0.679261112	10.20242596	10.20242596	110802.3438	5.159999847	6.125	0.500526316	0.805894737	58673.15956	1490.01679	5.170000076	6.132999897
0.679318979	10.20259285	10.20259285	110800.7891	5.159999847	6.100999832	0.500526316	0.805894737	58678.15936	1495.016594	5.170000076	6.157000065
0.679376847	10.2025156	10.2025156	110809.25	5.170000076	6.085000038	0.500526316	0.805894737	58683.15922	1500.01645	5.159999847	6.15899992
0.679434724	10.20252228	10.20252228	110786.0391	5.170000076	6.06799984	0.500526316	0.805894737	58688.16009	1505.017325	5.170000076	6.147999764
0.679492586	10.20248699	10.20248699	110795.4766	5.199999809	6.06799984	0.500526316	0.805894737	58693.15975	1510.016982	5.159999847	6.125
0.679550462	10.202631	10.202631	110792.9141	5.179999828	6.050000191	0.500526316	0.805894737	58698.15961	1515.016837	5.159999847	6.100999832
0.679608323	10.20258045	10.20258045	110774.7188	5.190000057	6.06099987	0.500526316	0.805894737	58703.16012	1520.01735	5.170000076	6.085000038
0.679666192	10.20253563	10.20253563	110795.5547	5.199999809	6.077000141	0.500526316	0.805894737	58708.15946	1525.016696	5.170000076	6.06799984
0.679724068	10.20225716	10.20225716	110798.4688	5.210000038	6.052999973	0.500526316	0.805894737	58713.15995	1530.017182	5.199999809	6.06799984
0.679781944	10.20254898	10.20254898	110766.6016	5.239999771	6.065000057	0.500526316	0.805894737	58718.1591	1535.016329	5.179999828	6.050000191
0.679839814	10.2023716	10.2023716	110767.1797	5.25	6.06400013	0.500526316	0.805894737	58723.15896	1540.016194	5.190000057	6.06099987
0.679897681	10.20253086	10.20253086	110761.8359	5.25	6.074999809	0.500526316	0.805894737	58728.15948	1545.016715	5.199999809	6.077000141
0.679955562	10.20248413	10.20248413	110774.5859	5.260000229	6.055999756	0.500526316	0.805894737	58733.15997	1550.017201	5.210000038	6.052999973
0.680013459	10.20254135	10.20254135	110781.8516	5.269999981	6.065000057	0.500526316	0.805894737	58738.15992	1555.017152	5.239999771	6.065000057
0.680071297	10.2026701	10.2026701	110776.2969	5.25	6.070000172	0.500526316	0.805894737	58743.15967	1560.016904	5.25	6.06400013
0.680129171	10.20267963	10.20267963	110754.6563	5.239999771	6.06400013	0.500526316	0.805894737	58748.16054	1565.01777	5.25	6.074999809
0.680187031	10.20255089	10.20255089	110783.3281	5.400000095	6.039000034	0.500526316	0.805894737	58753.16289	1570.020123	5.260000229	6.055999756
0.680244902	10.20245934	10.20245934	110747.625	5.329999924	6.034999847	0.500526316	0.805894737	58758.16002	1575.017248	5.269999981	6.065000057
0.680302766	10.2025547	10.2025547	110753.6797	5.380000114	6.03399992	0.500526316	0.805894737	58763.16037	1580.017605	5.25	6.070000172
0.680360647	10.20250607	10.20250607	110730.1875	5.309999943	6.013999939	0.500526316	0.805894737	58768.15948	1585.016709	5.239999771	6.06400013
0.680418519	10.20250225	10.20250225	110739.0938	5.25	6.046000004	0.500526316	0.805894737	58773.1595	1590.016729	5.400000095	6.039000034
0.680476383	10.20243359	10.20243359	110745.2109	5.239999771	6.03399992	0.500526316	0.805894737	58778.15897	1595.016204	5.329999924	6.034999847
0.680534245	10.2025547	10.2025547	110739.0625	5.239999771	6.021999836	0.500526316	0.805894737	58783.15991	1600.01714	5.380000114	6.03399992
0.68059213	10.20257282	10.20257282	110748.2734	5.239999771	6.019000053	0.500526316	0.805894737	58788.16005	1605.017281	5.309999943	6.013999939
0.680649985	10.20255184	10.20255184	110738.0156	5.239999771	6.007999897	0.500526316	0.805894737	58793.15947	1610.016705	5.25	6.046000004
0.680707857	10.20231915	10.20231915	110729.1797	5.25	5.985000134	0.500526316	0.805894737	58798.15878	1615.016007	5.239999771	6.03399992
0.680765682	10.20249939	10.20249939	110732.3516	5.260000229	5.996999741	0.500526316	0.805894737	58803.16005	1620.01728	5.239999771	6.021999836
0.68082366	10.20247936	10.20247936	110723.8594	5.25	6.021999836	0.500526316	0.805894737	58808.1587	1625.015935	5.239999771	6.019000053
0.680881536	10.20244884	10.20244884	110730.8281	5.25	6.014999867	0.500526316	0.805894737	58813.15885	1630.016084	5.239999771	6.007999897
0.680939409	10.20252895	10.20252895	110727.6016	5.279999733	6	0.500526316	0.805894737	58818.15495	1635.012181	5.25	5.985000134
0.680997266	10.20248222	10.20248222	110710.3203	5.279999733	6.021999836	0.500526316	0.805894737	58823.16426	1640.021489	5.260000229	5.996999741
0.681055146	10.20263386	10.20263386	110726.6641	5.279999733	6.017000198	0.500526316	0.805894737	58828.16471	1645.021941	5.25	6.021999836
0.681113022	10.20254421	10.20254421	110715.1328	5.269999981	6.024000168	0.500526316	0.805894737	58833.16493	1650.02216	5.25	6.014999867
0.681170893	10.20252991	10.20252991	110725.8516	5.25	6.015999794	0.500526316	0.805894737	58838.16379	1655.021022	5.279999733	6
0.681228753	10.20239735	10.20239735	110700.2422	5.269999981	5.995999813	0.500526316	0.805894737	58843.16462	1660.021854	5.279999733	6.021999836
0.681286622	10.20249844	10.20249844	110707.1484	5.279999733	6.019000053	0.500526316	0.805894737	58848.16507	1665.022297	5.279999733	6.017000198
0.681344502	10.20253086	10.20253086	110718.1875	5.309999943	6.013000011	0.500526316	0.805894737	58853.16513	1670.02236	5.269999981	6.024000168
0.681402373	10.20244122	10.20244122	110693.8125	5.309999943	5.995999813	0.500526316	0.805894737	58858.16427	1675.021499	5.25	6.015999794
0.681460237	10.2026329	10.2026329	110695.0625	5.320000172	5.955999851	0.500526316	0.805894737	58863.16416	1680.021389	5.269999981	5.995999813
0.681518101	10.20247173	10.20247173	110684.3125	5.309999943	5.981999874	0.500526316	0.805894737	58868.16494	1685.022169	5.279999733	6.019000053
0.681575986	10.20266056	10.20266056	110698	5.300000191	5.960999966	0.500526316	0.805894737	58873.16506	1690.022292	5.309999943	6.013000011
0.681633841	10.20259476	10.20259476	110683.7266	5.300000191	5.978000164	0.500526316	0.805894737	58878.16446	1695.02169	5.309999943	5.995999813
0.681691728	10.20235538	10.20235538	110666.9922	5.320000172	5.974999905	0.500526316	0.805894737	58883.16394	1700.021166	5.320000172	5.955999851
0.681749586	10.20245361	10.20245361	110684.1094	5.340000153	5.961999893	0.500526316	0.805894737	58888.16517	1705.022404	5.309999943	5.981999874
0.681807458	10.20254898	10.20254898	110682.6094	5.340000153	5.947999954	0.500526316	0.805894737	58893.16384	1710.021067	5.300000191	5.960999966
0.681865325	10.20245838	10.20245838	110677.1484	5.309999943	5.940000057	0.500526316	0.805894737	58898.16527	1715.022504	5.300000191	5.978000164
0.681923198	10.2025156	10.2025156	110679.1719	5.309999943	5.943999767	0.500526316	0.805894737	58903.16423	1720.021461	5.320000172	5.974999905
0.681981064	10.20244122	10.20244122	110682.4844	5.329999924	5.947999954	0.500526316	0.805894737	58908.16437	1725.021602	5.340000153	5.961999893
0.682038857	10.20260906	10.20260906	110698.2969	5.329999924	5.967999935	0.500526316	0.805894737	58913.16411	1730.021345	5.340000153	5.947999954
0.682096828	10.20265484	10.20265484	110712.5	5.320000172	5.963999748	0.500526316	0.805894737	58918.16434	1735.021572	5.309999943	5.940000057
0.6821547	10.2025795	10.2025795	110684.7656	5.329999924	5.962999821	0.500526316	0.805894737	58923.16393	1740.02116	5.309999943	5.943999767
0.682212569	10.20243359	10.20243359	110722.8438	5.320000172	5.96600008	0.500526316	0.805894737	58928.15728	1745.01451	5.329999924	5.947999954
0.682270443	10.20249748	10.20249748	110711.5156	5.300000191	5.960000038	0.500526316	0.805894737	58933.16591	1750.023144	5.329999924	5.967999935
0.682328211	10.2025404	10.2025404	110717.125	5.300000191	5.960000038	0.500526316	0.805894737	58938.16609	1755.023319	5.320000172	5.963999748
0.682386183	10.20253277	10.20253277	110736.3828	5.289999962	5.981999874	0.500526316	0.805894737	58943.16594	1760.023175	5.329999924	5.962999821
0.682444068	10.20243168	10.20243168	110727.7578	5.300000191	5.993000031	0.500526316	0.805894737	58948.16623	1765.023463	5.320000172	5.96600008
0.682501918	10.20242119	10.20242119	110742.5234	5.289999962	5.945000172	0.500526316	0.805894737	58953.15746	1770.014696	5.300000191	5.960000038
0.682559684	10.20264053	10.20264053	110733.2891	5.289999962	5.920000076	0.500526316	0.805894737	58958.16625	1775.023476	5.300000191	5.960000038
0.682617638	10.20255089	10.20255089	110733.5469	5.320000172	5.93599987	0.500526316	0.805894737	58963.1675	1780.024732	5.289999962	5.981999874
0.682675515	10.20251465	10.20251465	110764.2734	5.320000172	5.925000191	0.500526316	0.805894737	58968.16569	1785.02292	5.300000191	5.993000031
0.682733389	10.20240307	10.20240307	110749.2891	5.340000153	5.951000214	0.500526316	0.805894737	58973.15673	1790.013963	5.289999962	5.945000172
0.68279126	10.20255566	10.20255566	110765.8281	5.329999924	5.940999985	0.500526316	0.805894737	58978.16393	1795.021163	5.289999962	5.920000076
0.682849121	10.20258713	10.20258713	110774.7188	5.349999905	5.960999966	0.500526316	0.805894737	58983.16445	1800.021684	5.320000172	5.93599987
0.682906987	10.20248795	10.20248795	110762.3516	5.360000134	5.955999851	0.500526316	0.805894737	58988.16477	1805.021997	5.320000172	5.925000191
0.682964853	10.20250416	10.20250416	110784.7969	5.380000114	5.952000141	0.500526316	0.805894737	58993.16488	1810.022112	5.340000153	5.951000214
0.683022723	10.20251465	10.20251465	110774.3984	5.360000134	5.928999901	0.500526316	0.805894737	58998.16402	1815.021251	5.329999924	5.940999985
0.683080615	10.20268917	10.20268917	110789.1719	5.369999886	5.915999889	0.500526316	0.805894737	59003.1637	1820.020933	5.349999905	5.960999966
0.683138469	10.20253944	10.20253944	110803.1563	5.349999905	5.896999836	0.500526316	0.805894737	59008.16329	1825.020521	5.360000134	5.955999851
0.683196335	10.20235729	10.20235729	110805.5078	5.340000153	5.885000229	0.500526316	0.805894737	59013.1633	1830.020532	5.380000114	5.952000141
0.683254243	10.20253754	10.20253754	110796.2266	5.360000134	5.890999794	0.500526316	0.805894737	59018.16515	1835.022384	5.360000134	5.928999901
0.683312116	10.20249367	10.20249367	110810.3281	5.360000134	5.925000191	0.500526316	0.805894737	59023.16373	1840.020961	5.369999886	5.915999889
0.683369986	10.20253372	10.20253372	110793.7422	5.380000114	5.913000107	0.500526316	0.805894737	59028.16337	1845.020601	5.349999905	5.896999836
0.68342785	10.20252228	10.20252228	110816.3047	5.400000095	5.923999786	0.500526316	0.805894737	59033.16658	1850.023809	5.340000153	5.885000229
0.68348573	10.20245838	10.20245838	110808.3125	5.409999847	5.918000221	0.500526316	0.805894737	59038.16681	1855.024036	5.360000134	5.890999794
0.683543598	10.20269108	10.20269108	110816.7266	5.409999847	5.925000191	0.500526316	0.805894737	59043.16678	1860.024012	5.360000134	5.925000191
0.683601452	10.20254803	10.20254803	110812.3125	5.400000095	5.93599987	0.500526316	0.805894737	59048.16626	1865.023488	5.380000114	5.913000107
0.683659329	10.2025547	10.2025547	110834.6406	5.380000114	5.902999878	0.500526316	0.805894737	59053.16704	1870.024268	5.400000095	5.923999786
0.68371719	10.20245743	10.20245743	110822.4844	5.400000095	5.889999867	0.500526316	0.805894737	59058.16684	1875.024072	5.409999847	5.918000221
0.68377508	10.20250893	10.20250893	110831.5234	5.420000076	5.882999897	0.500526316	0.805894737	59063.16543	1880.022658	5.409999847	5.925000191
0.683832947	10.20255566	10.20255566	110839.7109	5.440000057	5.875	0.500526316	0.805894737	59068.16603	1885.023265	5.400000095	5.93599987
0.683890793	10.20252323	10.20252323	110854.2109	5.440000057	5.863999844	0.500526316	0.805894737	59073.1652	1890.022429	5.380000114	5.902999878
0.6839487	10.20253086	10.20253086	110859.6563	5.429999828	5.868999958	0.500526316	0.805894737	59078.16688	1895.024108	5.400000095	5.889999867
0.684006462	10.20243931	10.20243931	110844.0234	5.429999828	5.843999863	0.500526316	0.805894737	59083.1666	1900.023834	5.420000076	5.882999897
