Day fraction since midnight on 	Photometer (mg/L)	Photometer (volts)	Source pressure (Pa)
0.659019521	5.822705269	1.298745871	104142.75
0.659031113	5.706623554	1.332253218	104142.75
0.659042692	6.087780953	1.223817349	104142.75
0.659054329	6.707800388	1.056862354	104142.75
0.65906583	6.913173199	1.004025698	104142.75
0.659077354	6.607097149	1.083210111	104142.75
0.659088935	7.003321171	0.981207609	104142.75
0.659100491	7.50720501	0.857752025	104142.75
0.659112072	7.47633028	0.865121365	104142.75
0.659123638	7.073271751	0.963657141	104142.75
0.659135224	7.264463902	0.916371286	104142.75
0.659146803	7.702617645	0.811686873	104142.75
0.659158384	7.688107967	0.815073311	104142.75
0.659169965	7.77395916	0.795114696	104142.75
0.65918154	7.849694252	0.777663648	104142.75
0.659193102	7.988884449	0.745968163	104142.75
0.659204673	8.163980484	0.706779718	104142.75
0.659216229	8.288873673	0.679285109	104142.75
0.659227788	8.541223526	0.624871671	104142.75
0.659239374	9.030367851	0.523607135	104142.75
0.65925105	9.558149338	0.420288175	104142.75
0.65926253	9.572181702	0.417622179	104142.75
0.659274181	9.537824631	0.424156755	104142.75
0.659285753	9.722660065	0.389291078	104142.75
0.659297322	10.06119156	0.327243924	104142.75
0.659308901	9.785131455	0.377666503	104142.75
0.659320482	9.835146904	0.368417203	104142.75
0.659332017	10.16427135	0.308805704	104142.75
0.659343595	10.10097504	0.32010293	104142.75
0.65935517	10.65364456	0.224067971	104142.75
0.659366724	10.64203167	0.226026326	104142.75
0.65937831	10.78682995	0.201785207	104142.75
0.65938991	11.10147858	0.150422245	104142.75
0.659401469	11.23908901	0.128511772	104142.75
0.659413057	11.29666519	0.119442537	104142.75
0.659424625	11.33843803	0.112898327	104142.75
0.659436204	12.0235281	0.009756491	104142.75
0.659447743	11.9546051	0.019784682	104142.75
0.659459315	11.78497505	0.044792078	104142.75
0.659470882	11.70150471	0.05727005	104142.75
0.659482473	11.98308659	0.015631411	104142.75
0.659494041	12.32858467	-0.033726763	104142.75
0.659505664	12.28135014	-0.027089022	104142.75
0.659517243	12.45035744	-0.050680906	104142.75
0.659528809	12.71532059	-0.086795084	104142.75
0.65954038	12.60618114	-0.072046958	104142.75
0.659551957	12.97186279	-0.12077228	104142.75
0.659563464	13.20965385	-0.151420787	104142.75
0.659575024	13.3683176	-0.171428993	104142.75
0.659586606	13.48430729	-0.185836345	104142.75
0.659598191	13.49382114	-0.187009931	104142.75
0.65960975	13.53622055	-0.192225337	104142.75
0.65962131	13.63709068	-0.204535365	104142.75
0.659632992	13.93617821	-0.24024269	104142.75
0.659644575	14.01919079	-0.249946818	104142.75
0.659656139	14.34125328	-0.286767274	104142.75
0.659667601	14.3959465	-0.292891592	104142.75
0.659679177	14.27618313	-0.279432833	104142.75
0.659690852	14.18538666	-0.269110411	104142.75
0.659702426	14.28640366	-0.280588269	104142.75
0.659714005	14.60097694	-0.315524548	104142.75
0.659725571	14.5490427	-0.309839785	104142.75
0.659737101	14.72347355	-0.328805149	104142.75
0.659748688	14.9803791	-0.356082797	104142.75
0.659760244	15.10226727	-0.368757367	104142.75
0.659771822	15.16666698	-0.375385672	104142.75
0.659783405	15.24069214	-0.382946849	104142.75
0.659794934	15.0939579	-0.367898732	104142.75
0.659806507	15.23883724	-0.382758081	104142.75
0.659818085	15.57526398	-0.416362941	104142.75
0.659829782	15.75682735	-0.433988541	104142.75
0.659841335	15.94879627	-0.452245146	104142.75
0.659852829	15.97365379	-0.454580993	104142.75
0.659864407	16.16511345	-0.472360373	104142.75
0.659875996	16.32658958	-0.487066746	104142.75
0.65988754	16.24723625	-0.479872257	104142.75
0.659899124	16.23298073	-0.478573233	104142.75
0.659910691	16.23232269	-0.478513122	104142.75
0.659922286	16.21016121	-0.476489365	104142.75
0.659933857	16.33107758	-0.487471849	104142.75
0.659945416	16.32676125	-0.487082273	104142.75
0.659956988	16.47325516	-0.500199676	104142.75
0.659968581	16.52856827	-0.505097866	104142.75
0.65998016	16.60054588	-0.511427164	104142.75
0.659991717	16.69138908	-0.51934427	104142.75
0.660003306	16.64438629	-0.515257716	104142.75
0.660014883	16.78941154	-0.527798593	104142.75
0.660026453	16.9620266	-0.542466641	104142.75
0.660038012	16.99525261	-0.545258343	104142.75
0.660049599	17.03966141	-0.548973441	104142.75
0.660061167	16.97302628	-0.543392003	104142.75
0.660072732	17.08222771	-0.552517533	104142.75
0.660084303	17.15352821	-0.558416843	104142.75
0.660095889	17.33039474	-0.572852492	104142.75
0.660107452	17.3334465	-0.573099077	104142.75
0.660119029	17.30146217	-0.570510328	104142.75
0.660130602	17.41864014	-0.579950631	104142.75
0.660142169	17.49374962	-0.585938036	104142.75
0.660153751	17.71740532	-0.603476465	104142.75
0.660165323	17.72484207	-0.604052246	104142.75
0.660176883	17.71801376	-0.603523612	104142.75
0.660188464	17.84712982	-0.61345315	104142.75
0.660200121	17.84716034	-0.613455415	104142.75
0.660211708	17.82631683	-0.611862004	104142.75
0.660223273	17.78615379	-0.608781457	104142.75
0.660234846	17.93384933	-0.620043337	104142.75
0.660246317	17.96717453	-0.62255919	104142.75
0.660257968	17.94558525	-0.620930433	104142.75
0.660269532	18.14306068	-0.635685802	104142.75
0.660281106	18.16447639	-0.637266874	104142.75
0.660292696	18.26458168	-0.644607902	104142.75
0.660304269	18.30898094	-0.647837997	104142.75
0.660315807	18.33823586	-0.649957717	104142.75
0.66032738	18.34891319	-0.650729656	104142.75
0.660338939	18.40015411	-0.654421628	104142.75
0.660350553	18.43209457	-0.656712472	104142.75
0.660362131	18.39989662	-0.654403091	104142.75
0.660373654	18.46523094	-0.659080744	104142.75
0.660385227	18.54782677	-0.664946079	104142.75
0.660396915	18.53962135	-0.664365828	104142.75
0.660408372	18.55799866	-0.665664733	104142.75
0.66041995	18.58884621	-0.667839229	104142.75
0.660431581	18.68893051	-0.674843848	104142.75
0.660443171	18.74193382	-0.678522229	104142.75
0.660454731	18.70970726	-0.676288247	104142.75
0.660466321	18.74062538	-0.67843169	104142.75
0.660477879	18.68974304	-0.674900413	104142.75
0.660489382	18.75336075	-0.679312348	104142.75
0.660501066	18.75154495	-0.679186881	104142.75
0.660512638	18.82460213	-0.684216678	104142.75
0.660524211	18.86583328	-0.687037528	104142.75
0.660535789	18.83839989	-0.685162008	104142.75
0.66054732	18.86617851	-0.687061012	104142.75
0.660558908	18.87011528	-0.68732965	104142.75
0.66057048	18.91603279	-0.690454662	104142.75
0.660582044	18.96271133	-0.693615198	104142.75
0.660593618	18.95586205	-0.693152428	104142.75
0.660605226	18.97742653	-0.694608212	104142.75
0.6606167	18.98250198	-0.694950342	104142.75
0.660628276	19.02223778	-0.69762224	104142.75
0.66063995	19.02555466	-0.697844684	104142.75
0.660651404	19.03846359	-0.698709965	104142.75
0.660662989	19.06832123	-0.700706422	104142.75
0.660674569	19.04898834	-0.699414372	104142.75
0.660686251	19.08332253	-0.701707006	104142.75
0.660697707	19.09274292	-0.702334404	104142.75
0.660709285	19.0885067	-0.702052355	104142.75
0.660720854	19.12909126	-0.704749525	104142.75
0.660732421	19.12532043	-0.704499483	104142.75
0.660744001	19.14068031	-0.70551759	104142.75
0.660755678	19.1356163	-0.705182016	104142.75
0.660767147	19.17120361	-0.707535625	104142.75
0.66077876	19.18518066	-0.70845741	104142.75
0.660790349	19.17126274	-0.707539499	104142.75
0.660801915	19.16261673	-0.706968486	104142.75
0.660813489	19.18117332	-0.708193302	104142.75
0.660825061	19.17795944	-0.707981348	104142.75
0.660836671	19.18821335	-0.708657205	104142.75
0.660848235	19.18385887	-0.708370268	104142.75
0.660859819	19.16888428	-0.707382441	104142.75
0.660871363	19.17311478	-0.707661688	104142.75
0.660882943	19.18917084	-0.708720267	104142.75
0.660894476	19.19332504	-0.708993912	104142.75
0.660906051	19.18897057	-0.708707154	104142.75
0.660917623	19.18138886	-0.708207429	104142.75
0.660929207	19.18047524	-0.708147168	104142.75
0.660940782	19.18083954	-0.708171189	104142.75
0.660952458	19.18007088	-0.708120525	104142.75
0.660964014	19.17291832	-0.707648695	104142.75
0.660975483	19.16420746	-0.707073569	104142.75
0.660987061	19.14863968	-0.706044436	104142.75
0.660998737	19.14664268	-0.705912292	104142.75
0.661010327	19.13477898	-0.705126524	104142.75
0.661021781	19.13105965	-0.704880059	104142.75
0.661033371	19.116045	-0.703883767	104142.75
0.661044937	19.10255814	-0.702987611	104142.75
0.661056509	19.08625793	-0.701902568	104142.75
0.661068083	19.09513283	-0.702493548	104142.75
0.661079666	19.07430649	-0.701105773	104142.75
0.661091242	19.05751419	-0.699984491	104142.75
0.661102808	19.05602837	-0.69988513	104142.75
0.66111449	19.05388641	-0.699742019	104142.75
0.661126018	19.05196571	-0.699613571	104142.75
0.661137598	19.03108597	-0.698215544	104142.75
0.661149169	18.99803543	-0.695996225	104142.75
0.661160735	18.980793	-0.694835126	104142.75
0.661172313	18.97480774	-0.694431543	104142.75
0.661183916	18.98356056	-0.695021689	104142.75
0.66119549	18.96609116	-0.693843365	104142.75
0.661207083	18.93105125	-0.691473246	104142.75
0.661218541	18.92994499	-0.691398263	104142.75
0.661230226	18.89299965	-0.688889027	104142.75
0.661241797	18.84981728	-0.685943246	104142.75
0.66125326	18.84781075	-0.685806036	104142.75
0.661264837	18.85058403	-0.685995698	104142.75
0.661276516	18.81869507	-0.683811486	104142.75
0.661288083	18.79273415	-0.682027578	104142.75
0.661299609	18.81063461	-0.683258116	104142.75
0.661311178	18.79460716	-0.682156444	104142.75
0.661322743	18.7495327	-0.679047823	104142.75
0.661334334	18.72792053	-0.677551806	104142.75
0.661345903	18.7336483	-0.677948594	104142.75
0.661357441	18.72947693	-0.67765969	104142.75
0.661369122	18.69551659	-0.675302029	104142.75
0.66138059	18.64515686	-0.671789765	104142.75
0.661392271	18.62587166	-0.670439601	104142.75
0.661403839	18.61541748	-0.669706404	104142.75
0.661415348	18.60839081	-0.669213235	104142.75
0.661426939	18.56908035	-0.666446745	104142.75
0.661438501	18.57824135	-0.667092502	104142.75
0.66145008	18.57993126	-0.667211533	104142.75
0.66146166	18.48550415	-0.660525262	104142.75
0.661473181	18.49140549	-0.660945237	104142.75
0.661484772	18.47525787	-0.659795642	104142.75
0.66149634	18.39392471	-0.653973877	104142.75
0.661507905	18.35431862	-0.651120126	104142.75
0.661519477	18.35947037	-0.651492	104142.75
0.66153114	18.34720039	-0.650605917	104142.75
0.661542614	18.24880981	-0.643456638	104142.75
0.661554287	18.25259781	-0.643733323	104142.75
0.661565869	18.26843071	-0.644888461	104142.75
0.661577335	18.31038666	-0.64793992	104142.75
0.661588974	18.32465363	-0.648974359	104142.75
0.661600561	18.24258041	-0.643001318	104142.75
0.661612131	18.2004509	-0.639914215	104142.75
0.6616237	18.21444702	-0.640941441	104142.75
0.661635286	18.12552834	-0.634388745	104142.75
0.661646874	18.09622383	-0.632215083	104142.75
0.66165844	18.08504486	-0.631384075	104142.75
0.661670026	18.08631325	-0.631478488	104142.75
0.661681611	18.02103043	-0.62660557	104142.75
0.661693168	17.91785049	-0.61883229	104142.75
0.661704657	17.92650414	-0.619487643	104142.75
0.66171623	17.93182945	-0.619890571	104142.75
0.661727924	17.8970356	-0.617253363	104142.75
0.661739499	17.82518196	-0.61177516	104142.75
0.661750962	17.82193565	-0.611526668	104142.75
0.661762554	17.78129959	-0.608408213	104142.75
0.66177415	17.75263214	-0.606199741	104142.75
0.661785721	17.72501946	-0.604066074	104142.75
0.661797275	17.78329468	-0.608561575	104142.75
0.661808848	17.75516701	-0.606395245	104142.75
0.661820492	17.69809341	-0.601979017	104142.75
0.661832062	17.64910316	-0.598166108	104142.75
0.66184363	17.58818054	-0.59339571	104142.75
0.661855217	17.54260826	-0.589806318	104142.75
0.661866784	17.50326538	-0.586692989	104142.75
0.661878345	17.47994614	-0.584841311	104142.75
0.661889916	17.42886925	-0.580768943	104142.75
0.661901486	17.37376404	-0.576349497	104142.75
0.661913053	17.33370399	-0.573119879	104142.75
0.661924634	17.27495766	-0.568358004	104142.75
0.661936136	17.31655884	-0.571733415	104142.75
0.661947714	17.24429703	-0.565860391	104142.75
0.661959415	17.20740891	-0.562844396	104142.75
0.661970971	17.2174511	-0.563666701	104142.75
0.661982554	17.19256592	-0.561627388	104142.75
0.661994089	17.0557251	-0.550312817	104142.75
0.662005662	16.97950745	-0.543936729	104142.75
0.662017228	17.05013084	-0.549846768	104142.75
0.662028791	17.05686951	-0.550408244	104142.75
0.66204037	17.02018929	-0.547346652	104142.75
0.66205194	16.89742279	-0.537009537	104142.75
0.662063513	16.8750267	-0.535108745	104142.75
0.662075071	16.89827728	-0.537082076	104142.75
0.662086656	16.87951279	-0.535489857	104142.75
0.662098237	16.82165146	-0.53055954	104142.75
0.662109767	16.84355927	-0.532429934	104142.75
0.66212133	16.72204399	-0.521998107	104142.75
0.662133015	16.63440514	-0.51438725	104142.75
0.662144482	16.61253548	-0.512476683	104142.75
0.662156164	16.57510185	-0.509195507	104142.75
0.662167622	16.59737206	-0.511149168	104142.75
0.662179307	16.57907295	-0.509544194	104142.75
0.662190781	16.58159065	-0.509765148	104142.75
0.662202456	16.49422455	-0.502060115	104142.75
0.662214035	16.40029716	-0.493693352	104142.75
0.66222551	16.39235306	-0.492981643	104142.75
0.662237075	16.41201591	-0.494741917	104142.75
0.662248649	16.31453705	-0.485978007	104142.75
0.662260224	16.26682281	-0.481653988	104142.75
0.66227191	16.22603607	-0.477939516	104142.75
0.662283456	16.13115501	-0.469234049	104142.75
0.662295031	16.18953705	-0.474601477	104142.75
0.662306611	16.1871357	-0.474381447	104142.75
0.662318178	16.07554817	-0.464089721	104142.75
0.662329747	16.05242729	-0.461941451	104142.75
0.662341295	16.048069	-0.461535871	104142.75
0.66235288	15.98906803	-0.456026316	104142.75
0.662364457	15.94624424	-0.45200491	104142.75
0.662376022	15.92687607	-0.450179905	104142.75
0.662387595	15.8537941	-0.443258435	104142.75
0.662399113	15.86852455	-0.444658041	104142.75
0.662410682	15.79218483	-0.437380165	104142.75
0.662422272	15.66032887	-0.424664646	104142.75
0.662433947	15.58953381	-0.417761028	104142.75
0.662445415	15.5883112	-0.417641372	104142.75
0.662456976	15.54345131	-0.413238257	104142.75
0.662468564	15.53749943	-0.412652493	104142.75
0.66248014	15.4443655	-0.403435469	104142.75
0.662491716	15.41565037	-0.400574625	104142.75
0.662503291	15.37432384	-0.3964414	104142.75
0.662514908	15.3458786	-0.393585503	104142.75
0.662526475	15.36904049	-0.395911574	104142.75
0.662538052	15.32326031	-0.391308248	104142.75
0.662549639	15.21234703	-0.380058855	104142.75
0.662561214	15.15143013	-0.373821676	104142.75
0.662572782	15.0573473	-0.364106119	104142.75
0.662584348	15.00349426	-0.358499557	104142.75
0.662595934	14.91497135	-0.349211037	104142.75
0.662607494	14.93794346	-0.351630122	104142.75
0.662619079	14.93842983	-0.351681292	104142.75
0.662630679	14.86648655	-0.344085038	104142.75
0.662642254	14.85449696	-0.342813313	104142.75
0.662653815	14.89266491	-0.346856087	104142.75
0.66266539	14.88813686	-0.346377373	104142.75
0.662676969	14.76009369	-0.332740635	104142.75
0.662688501	14.68208218	-0.324337691	104142.75
0.662700075	14.74880981	-0.331529677	104142.75
0.662711648	14.60914326	-0.316415489	104142.75
0.66272324	14.53558064	-0.308360994	104142.75
0.662734796	14.54826736	-0.309754759	104142.75
0.662746428	14.54702282	-0.309618086	104142.75
0.662757989	14.47606182	-0.301796198	104142.75
0.66276958	14.45295334	-0.299235761	104142.75
0.662781144	14.41978455	-0.295549303	104142.75
0.66279271	14.3012104	-0.282259971	104142.75
0.6628043	14.38147163	-0.291274309	104142.75
0.662815884	14.37099838	-0.290102541	104142.75
0.66282744	14.31360149	-0.283656865	104142.75
0.66283903	14.19291496	-0.269970238	104142.75
0.662850602	14.11796761	-0.261378706	104142.75
0.662862067	14.07474041	-0.256391138	104142.75
0.662873648	14.01212597	-0.249124393	104142.75
0.66288522	14.01068592	-0.248956636	104142.75
0.662896786	14.00758171	-0.248594955	104142.75
0.662908476	13.95591354	-0.242557809	104142.75
0.662920038	13.91032124	-0.237201974	104142.75
0.662931613	13.93751621	-0.240399867	104142.75
0.662943177	13.82910061	-0.227593839	104142.75
0.662954675	13.77407265	-0.221035346	104142.75
0.662966361	13.74031734	-0.216992453	104142.75
0.662977826	13.74038982	-0.21700117	104142.75
0.662989422	13.81467152	-0.225877985	104142.75
0.663000993	13.69937325	-0.212068349	104142.75
0.663012553	13.58853817	-0.198627204	104142.75
0.663024143	13.57043934	-0.196416646	104142.75
0.663035718	13.49976921	-0.187743068	104142.75
0.663047302	13.44448757	-0.18091096	104142.75
0.663058865	13.39358711	-0.174583525	104142.75
0.663070438	13.32205963	-0.165631712	104142.75
0.663082007	13.37187576	-0.171873674	104142.75
0.663093584	13.40015793	-0.175402254	104142.75
0.663105177	13.25362396	-0.157000631	104142.75
0.663116741	13.23592949	-0.154758468	104142.75
0.663128312	13.12342072	-0.140398979	104142.75
0.663139894	13.05788994	-0.131952941	104142.75
0.66315147	13.02862549	-0.128161386	104142.75
0.663163052	13.1401577	-0.142546415	104142.75
0.663174611	13.02984524	-0.12831974	104142.75
0.66318619	13.0148983	-0.126378775	104142.75
0.663197769	12.99467945	-0.123748109	104142.75
0.663209413	12.92167282	-0.114200339	104142.75
0.663220869	12.85419559	-0.105307236	104142.75
0.663232554	12.7419014	-0.090360247	104142.75
0.663244139	12.72459602	-0.088040426	104142.75
0.663255595	12.73025513	-0.088799477	104142.75
0.663267223	12.71898842	-0.087287672	104142.75
0.663278797	12.64922714	-0.077884957	104142.75
0.663290358	12.56558228	-0.066515409	104142.75
0.663301946	12.53640366	-0.062524609	104142.75
0.663313521	12.49450016	-0.056770764	104142.75
0.663325144	12.55726528	-0.065379165	104142.75
0.663336614	12.61101818	-0.072704285	104142.75
0.663348289	12.46237564	-0.052341797	104142.75
0.663359858	12.32944679	-0.033847679	104142.75
0.663371433	12.30282879	-0.030111628	104142.75
0.663382935	12.27162361	-0.025717983	104142.75
0.663394504	12.22668076	-0.01936332	104142.75
0.663406066	12.17555523	-0.012096166	104142.75
0.663417654	12.14438343	-0.007645259	104142.75
0.66342923	12.08305073	0.001157031	104142.75
0.663440779	11.96039963	0.018938638	104142.75
0.663452361	11.98523521	0.015318592	104142.75
0.663463921	11.9842453	0.015462671	104142.75
0.663475516	11.9986248	0.013371049	104142.75
0.66348709	11.95532036	0.019680286	104142.75
0.663498672	11.85469246	0.034457594	104142.75
0.663510262	11.85838032	0.033913087	104142.75
0.663521824	11.73142815	0.052783661	104142.75
0.663533394	11.72363472	0.053950727	104142.75
0.663544967	11.5978384	0.07292749	104142.75
0.663556604	11.5594883	0.078765161	104142.75
0.663568172	11.60370159	0.07203719	104142.75
0.663579764	11.57062912	0.077066809	104142.75
0.663591332	11.48379803	0.090359464	104142.75
0.663602894	11.49061489	0.089311294	104142.75
0.663614442	11.48828125	0.08967001	104142.75
0.663626018	11.31867027	0.115991421	104142.75
0.663637587	11.28452778	0.121349551	104142.75
0.663649152	11.28635216	0.121062778	104142.75
0.663660739	11.23970604	0.128414333	104142.75
0.663672303	11.16548824	0.140189201	104142.75
0.663683874	11.10035801	0.150602028	104142.75
0.663695444	11.15096569	0.142504528	104142.75
0.663707023	11.11346626	0.148500264	104142.75
0.663718592	10.99552059	0.167520404	104142.75
0.663730158	11.04106045	0.160147265	104142.75
0.663741735	11.01360416	0.164588168	104142.75
0.663753303	11.01329803	0.16463773	104142.75
0.663764979	11.00951195	0.16525124	104142.75
0.663776454	10.93338203	0.177640766	104142.75
0.663788113	10.87454224	0.187287927	104142.75
0.663799672	10.89559269	0.183829308	104142.75
0.663811256	10.86877251	0.188237175	104142.75
0.663822828	10.74280357	0.209114984	104142.75
0.663834407	10.72280407	0.212456361	104142.75
0.6638459	10.60107994	0.232952461	104142.75
0.663857463	10.58088875	0.236379042	104142.75
0.663869049	10.6329031	0.227567479	104142.75
0.663880629	10.5136404	0.247846186	104142.75
0.663892191	10.39345837	0.268552125	104142.75
0.663903805	10.39297581	0.26863578	104142.75
0.663915386	10.4483366	0.259063244	104142.75
0.663926962	10.49825382	0.250481874	104142.75
0.663938552	10.49582958	0.250897586	104142.75
0.663950101	10.43578529	0.261228502	104142.75
0.663961728	10.31995392	0.281351835	104142.75
0.663973291	10.25127983	0.293404162	104142.75
0.663984857	10.25904846	0.292036235	104142.75
0.663996438	10.24701118	0.294156283	104142.75
0.664008024	10.19120026	0.304023266	104142.75
0.664019604	10.12243271	0.316264421	104142.75
0.664031159	10.03779316	0.331458569	104142.75
0.664042739	9.983194351	0.341335267	104142.75
0.664054316	10.04379463	0.330376536	104142.75
0.664065887	9.839104652	0.367687523	104142.75
0.664077401	9.819597244	0.371287257	104142.75
0.664088978	9.903348923	0.35588634	104142.75
0.664100542	9.917822838	0.353239089	104142.75
0.664112161	9.829496384	0.36945951	104142.75
0.664123699	9.696374893	0.394206077	104142.75
0.664135274	9.705002785	0.392591327	104142.75
0.664146856	9.686549187	0.396047086	104142.75
0.664158431	9.652132034	0.402511269	104142.75
0.664170057	9.691028595	0.395207584	104142.75
0.664181585	9.599824905	0.412382573	104142.75
0.664193126	9.538103104	0.424103677	104142.75
0.664204707	9.458398819	0.439358205	104142.75
0.66421629	9.507128716	0.430016011	104142.75
0.664227859	9.415313721	0.447660118	104142.75
0.664239443	9.417842865	0.447171629	104142.75
0.664251075	9.359138489	0.458543539	104142.75
0.664262655	9.336587906	0.462931573	104142.75
0.664274118	9.250950813	0.479694516	104142.75
0.664285797	9.279177666	0.47415179	104142.75
0.664297384	9.145929337	0.500468671	104142.75
0.664308935	9.119312286	0.505772114	104142.75
0.664320509	9.137722015	0.502102315	104142.75
0.664332085	9.183972359	0.49291566	104142.75
0.664343649	9.139097214	0.501828611	104142.75
0.66435523	9.105641365	0.508502007	104142.75
0.664366821	9.036226273	0.522427082	104142.75
0.66437838	9.109366417	0.507757723	104142.75
0.66438996	9.044225693	0.520816863	104142.75
0.664401539	8.960224152	0.537795961	104142.75
0.6644131	9.016042709	0.526495934	104142.75
0.664424657	9.022950172	0.525102437	104142.75
0.664436239	8.918410301	0.546306372	104142.75
0.664447802	8.836709023	0.563048422	104142.75
0.66445938	8.783455849	0.57404238	104142.75
0.664470971	8.720701218	0.587080956	104142.75
0.664482558	8.653450012	0.60115397	104142.75
0.664494145	8.632667542	0.605523944	104142.75
0.66450572	8.569584847	0.618850112	104142.75
0.664517285	8.575793266	0.617534638	104142.75
0.664528856	8.452629089	0.643803239	104142.75
0.664540352	8.429589272	0.648756802	104142.75
0.664551925	8.47604084	0.638782442	104142.75
0.664563505	8.516275406	0.630184114	104142.75
0.664575081	8.432033539	0.648230612	104142.75
0.664586644	8.362257004	0.66330564	104142.75
0.66459822	8.319254875	0.672653914	104142.75
0.664609781	8.348772049	0.666232407	104142.75
0.66462135	8.26831913	0.683784187	104142.75
0.664632931	8.175554276	0.704215944	104142.75
0.664644498	8.143317223	0.711365283	104142.75
0.66465613	8.100514412	0.720896959	104142.75
0.6646677	8.097362518	0.721600711	104142.75
0.664679262	8.143893242	0.711237192	104142.75
0.664690838	8.122986794	0.71588707	104142.75
0.664702432	8.115860939	0.717474282	104142.75
0.664714052	8.027843475	0.737183154	104142.75
0.664725508	7.965950489	0.751157105	104142.75
0.664737189	7.86414814	0.77434969	104142.75
0.664748776	7.890261173	0.768375874	104142.75
0.664760238	7.915205002	0.762685418	104142.75
0.664771852	7.874784946	0.771914244	104142.75
0.664783409	7.785011768	0.792558849	104142.75
0.664794986	7.818411827	0.784854233	104142.75
0.66480657	7.764644146	0.797271133	104142.75
0.66481816	7.745959282	0.801603377	104142.75
0.664829705	7.718589783	0.807965338	104142.75
0.664841287	7.695441246	0.813361168	104142.75
0.66485286	7.560115337	0.845181406	104142.75
0.664864439	7.484039784	0.863278806	104142.75
0.664876012	7.528922081	0.852583587	104142.75
0.66488764	7.543118	0.849211752	104142.75
0.664899229	7.456409454	0.869889438	104142.75
0.66491079	7.454849243	0.870263279	104142.75
