Day fraction since midnight on 	Photometer (mg/L)	Photometer (volts)	Source pressure (Pa)
0.642607286	7.153279305	0.943748474	104142.75
0.642618867	7.173825741	0.93866396	104142.75
0.64263055	7.569863319	0.842873395	104142.75
0.642642127	7.861575604	0.77493912	104142.75
0.642653704	8.115561485	0.717540979	104142.75
0.642665228	8.189240456	0.701188445	104142.75
0.642676798	8.036169052	0.735310853	104142.75
0.642688374	8.447975159	0.64480269	104142.75
0.642699953	8.901299477	0.549800098	104142.75
0.64271152	9.216190338	0.486543924	104142.75
0.642723038	9.095050812	0.5106197	104142.75
0.642734625	9.111793518	0.507273018	104142.75
0.642746183	9.518730164	0.427799195	104142.75
0.642757754	9.665133476	0.400066465	104142.75
0.642769323	9.353172302	0.459703475	104142.75
0.642780993	9.345116615	0.46127075	104142.75
0.642792554	9.396936417	0.451213211	104142.75
0.642804126	10.3274889	0.2800349	104142.75
0.642815707	10.67866421	0.219856978	104142.75
0.642827284	10.73884296	0.209776163	104142.75
0.642838817	10.5124054	0.248057574	104142.75
0.642850382	10.15781879	0.309953779	104142.75
0.642861968	9.862624168	0.363357425	104142.75
0.642873543	10.35842133	0.274640441	104142.75
0.642885123	10.80564785	0.198663101	104142.75
0.642896701	10.83461857	0.193869233	104142.75
0.642908279	10.69962406	0.216338337	104142.75
0.642919836	10.74051857	0.209496424	104142.75
0.642931413	11.35633087	0.110104412	104142.75
0.642942992	11.25292873	0.126326472	104142.75
0.642954609	11.08125305	0.153670535	104142.75
0.642966179	11.32497883	0.115003616	104142.75
0.642977758	10.98332405	0.169501409	104142.75
0.642989338	10.08477974	0.323006153	104142.75
0.6430009	10.57693672	0.237050489	104142.75
0.643012406	11.72979259	0.053028457	104142.75
0.643023976	12.18882751	-0.013986644	104142.75
0.643035546	11.81208992	0.040763311	104142.75
0.643047132	11.92764282	0.023728352	104142.75
0.643058684	12.41718483	-0.046084821	104142.75
0.643070318	12.16577244	-0.010701045	104142.75
0.643081883	12.08461761	0.00093136	104142.75
0.643093456	12.31393909	-0.031672422	104142.75
0.643105039	12.68699074	-0.082983837	104142.75
0.643116615	13.00917053	-0.125634074	104142.75
0.643128208	13.28193092	-0.160578579	104142.75
0.643139783	13.70812798	-0.213123113	104142.75
0.643151359	13.53252602	-0.191771776	104142.75
0.64316292	13.32294273	-0.165742606	104142.75
0.643174495	13.07292748	-0.13389647	104142.75
0.643186096	13.30328369	-0.16327019	104142.75
0.643197666	13.884305	-0.234133631	104142.75
0.643209231	13.8656435	-0.23192738	104142.75
0.643220807	13.24282169	-0.155632302	104142.75
0.643232379	12.6518507	-0.078239955	104142.75
0.643243959	13.34889793	-0.168998852	104142.75
0.64325554	13.90026855	-0.236017346	104142.75
0.643267114	14.00462341	-0.248250246	104142.75
0.643278681	13.96636581	-0.243781835	104142.75
0.643290258	14.01450062	-0.249400899	104142.75
0.643301777	14.03426266	-0.25169912	104142.75
0.643313347	13.75553513	-0.218816906	104142.75
0.64332493	13.96249008	-0.243328169	104142.75
0.643336505	14.12012482	-0.261627019	104142.75
0.643348078	13.63957787	-0.204837203	104142.75
0.643359698	14.18723202	-0.269321173	104142.75
0.643371281	14.50381374	-0.304862559	104142.75
0.643382848	14.4992342	-0.304357141	104142.75
0.643394432	14.25504494	-0.277038872	104142.75
0.643406004	14.60901451	-0.316401511	104142.75
0.643417479	14.85082626	-0.342423558	104142.75
0.643429054	14.9373455	-0.351567268	104142.75
0.643440623	14.95755482	-0.353690475	104142.75
0.643452321	15.07350826	-0.365782231	104142.75
0.643463905	14.57662106	-0.312862635	104142.75
0.643475466	15.04868507	-0.363206625	104142.75
0.64348694	15.60352707	-0.419129819	104142.75
0.643498619	15.59721088	-0.418512285	104142.75
0.643510204	15.59616852	-0.418410301	104142.75
0.64352176	15.41104698	-0.400115132	104142.75
0.643533229	15.32867813	-0.391854256	104142.75
0.643544821	15.69428921	-0.427957296	104142.75
0.643556386	15.6606245	-0.424693346	104142.75
0.64356796	15.59316731	-0.418116659	104142.75
0.643579548	15.63362789	-0.422067195	104142.75
0.643591189	15.52986431	-0.411900401	104142.75
0.643602788	15.46785831	-0.405769378	104142.75
0.643614354	15.2974577	-0.388703406	104142.75
0.643625806	15.5683279	-0.415682584	104142.75
0.643637496	15.61183167	-0.419941187	104142.75
0.643648957	15.45156956	-0.404151797	104142.75
0.643660532	15.08217049	-0.366679311	104142.75
0.643672206	14.77214432	-0.334032297	104142.75
0.643683802	14.63496017	-0.319226831	104142.75
0.643695375	14.44447804	-0.298295051	104142.75
0.643706931	14.71256351	-0.327629536	104142.75
0.643718501	15.20014095	-0.378812403	104142.75
0.643730089	15.00942993	-0.359119177	104142.75
0.643741657	15.07909966	-0.36636138	104142.75
0.643753245	15.04711628	-0.363043606	104142.75
0.643764711	15.26966381	-0.385889351	104142.75
0.643776292	15.4125061	-0.400260806	104142.75
0.643787876	15.69926453	-0.428438574	104142.75
0.643799444	15.57725334	-0.416557998	104142.75
0.643811013	15.71736813	-0.430187821	104142.75
0.643822644	15.6087122	-0.419636548	104142.75
0.643834222	15.98126125	-0.455294609	104142.75
0.643845793	16.2784481	-0.482709616	104142.75
0.643857362	16.15800095	-0.47170648	104142.75
0.643868931	16.24701309	-0.479852051	104142.75
0.643880507	16.02932549	-0.459789515	104142.75
0.643892067	15.68889618	-0.427435219	104142.75
0.643903644	15.47233582	-0.406213522	104142.75
0.643915232	15.81261253	-0.439333618	104142.75
0.643926796	15.76090813	-0.434380651	104142.75
0.643938412	15.83744431	-0.441702336	104142.75
0.64394997	15.86359215	-0.444189668	104142.75
0.643961561	15.59520817	-0.418316335	104142.75
0.643973134	15.51129055	-0.410068244	104142.75
0.643984704	15.5222044	-0.41114524	104142.75
0.643996302	15.61623859	-0.420371473	104142.75
0.64400787	15.87959576	-0.445708394	104142.75
0.644019347	15.76188087	-0.434474051	104142.75
0.644031025	15.58689022	-0.417502224	104142.75
0.644042488	15.60474396	-0.419248819	104142.75
0.644054184	15.55661297	-0.414532393	104142.75
0.644065639	15.74917793	-0.43325299	104142.75
0.6440772	15.8006115	-0.438186526	104142.75
0.64408879	15.69725227	-0.428243935	104142.75
0.644100351	15.59794807	-0.418584377	104142.75
0.644112024	15.6952076	-0.428046137	104142.75
0.644123599	15.87049961	-0.444845527	104142.75
0.644135166	15.72662926	-0.431081355	104142.75
0.644146742	15.59875774	-0.418663591	104142.75
0.644158321	15.73377991	-0.431770593	104142.75
0.644169797	16.10499573	-0.466817945	104142.75
0.644181382	16.24320984	-0.479505569	104142.75
0.644192944	16.22443771	-0.477793664	104142.75
0.644204513	16.19486809	-0.475089878	104142.75
0.644216092	16.22928619	-0.478236198	104142.75
0.644227765	16.22754478	-0.478077233	104142.75
0.644239321	16.31317902	-0.485855252	104142.75
0.644250892	16.34439087	-0.488672018	104142.75
0.64426248	16.34020424	-0.488294721	104142.75
0.644274053	16.21880341	-0.477279097	104142.75
0.64428558	16.1299305	-0.469121128	104142.75
0.64429715	16.14823914	-0.470808297	104142.75
0.644308717	16.10381126	-0.466708452	104142.75
0.64432029	16.03547287	-0.460362673	104142.75
0.644331861	16.06001282	-0.462646812	104142.75
0.644343493	16.08315086	-0.464794904	104142.75
0.644355079	16.0691452	-0.463495374	104142.75
0.644366641	16.14283562	-0.470310748	104142.75
0.644378095	16.17523956	-0.473290235	104142.75
0.644389806	16.04977036	-0.461694241	104142.75
0.644401402	16.07488251	-0.464028001	104142.75
0.644412964	16.2158947	-0.47701332	104142.75
0.644424536	16.22755814	-0.478078425	104142.75
0.644436001	16.10597038	-0.466908068	104142.75
0.644447573	16.01355553	-0.458317369	104142.75
0.644459212	15.85053253	-0.442948222	104142.75
0.644470799	15.87695503	-0.445457995	104142.75
0.644482365	15.88780975	-0.44648689	104142.75
0.644493945	15.7745266	-0.435687929	104142.75
0.644505508	15.62136173	-0.420871407	104142.75
0.644517072	15.68112946	-0.42668277	104142.75
0.644528655	15.57442951	-0.416281104	104142.75
0.644540218	15.54810715	-0.413696289	104142.75
0.644551807	15.63303852	-0.422009736	104142.75
0.644563371	15.63830853	-0.422523111	104142.75
0.644574949	15.51258469	-0.410196036	104142.75
0.644586516	15.49318314	-0.408278525	104142.75
0.644598084	15.32421207	-0.391404212	104142.75
0.64460967	15.28949833	-0.387898445	104142.75
0.644621244	15.32569122	-0.391553283	104142.75
0.644632836	15.37227345	-0.396235824	104142.75
0.64464443	15.35572147	-0.394574672	104142.75
0.644655998	15.21961975	-0.380800724	104142.75
0.644667557	15.10503483	-0.369043231	104142.75
0.644679145	15.02656364	-0.360905379	104142.75
0.644690695	15.0148735	-0.359686971	104142.75
0.644702262	14.96627045	-0.354604721	104142.75
0.644713841	14.94116497	-0.351968855	104142.75
0.644725428	14.92620468	-0.350394666	104142.75
0.644736984	14.9101696	-0.348704547	104142.75
0.644748541	14.8809309	-0.34561497	104142.75
0.644760124	14.79437637	-0.336410642	104142.75
0.644771682	14.80590153	-0.337641358	104142.75
0.644783269	14.73733425	-0.330296576	104142.75
0.644794834	14.63563442	-0.319300145	104142.75
0.644806395	14.71331406	-0.32771042	104142.75
0.644818071	14.64848042	-0.320695967	104142.75
0.64482964	14.62275124	-0.317898333	104142.75
0.644841117	14.6352663	-0.31926012	104142.75
0.644852795	14.62846947	-0.318520755	104142.75
0.644864272	14.5992136	-0.315332145	104142.75
0.644875852	14.67835522	-0.323934346	104142.75
0.64488743	14.72023296	-0.328456044	104142.75
0.644898992	14.70861626	-0.32720384	104142.75
0.644910569	14.66412735	-0.322393447	104142.75
0.64492212	14.68898487	-0.32508409	104142.75
0.644933791	14.62007999	-0.317607462	104142.75
0.644945263	14.57237911	-0.312398315	104142.75
0.64495694	14.54319191	-0.309197336	104142.75
0.644968416	14.49306202	-0.303675681	104142.75
0.644980061	14.4220295	-0.295799196	104142.75
0.644991651	14.41006851	-0.294466883	104142.75
0.645003213	14.40224838	-0.293594837	104142.75
0.645014789	14.39574909	-0.292869479	104142.75
0.645026366	14.36579895	-0.289520353	104142.75
0.645037954	14.3502512	-0.287777335	104142.75
0.645049528	14.28173447	-0.280060619	104142.75
0.645061088	14.23499393	-0.274762899	104142.75
0.645072673	14.16864014	-0.267195195	104142.75
0.645084231	14.08175564	-0.257202119	104142.75
0.645095754	14.06653214	-0.255441368	104142.75
0.64510732	14.04763222	-0.253251195	104142.75
0.645118906	13.97716141	-0.245044649	104142.75
0.645130477	13.91820908	-0.238130435	104142.75
0.64514205	13.89440346	-0.235325664	104142.75
0.645153692	13.91218853	-0.237421796	104142.75
0.645165283	13.86274719	-0.231584504	104142.75
0.645176859	13.81018829	-0.225344271	104142.75
0.645188414	13.69876003	-0.211994439	104142.75
0.645200005	13.67118931	-0.208666012	104142.75
0.645211486	13.64275074	-0.20522213	104142.75
0.64522308	13.63516521	-0.204301715	104142.75
0.64523465	13.63286877	-0.20402287	104142.75
0.645246208	13.55675411	-0.194742292	104142.75
0.645257789	13.46969223	-0.184031099	104142.75
0.645269356	13.50279045	-0.188115314	104142.75
0.645280936	13.44845295	-0.181402415	104142.75
0.645292507	13.34409904	-0.168397471	104142.75
0.645304065	13.31614494	-0.164888263	104142.75
0.645315661	13.33711147	-0.167521372	104142.75
0.645327305	13.25397968	-0.157045662	104142.75
0.645338875	13.23398399	-0.15451166	104142.75
0.645350441	13.27109241	-0.159209892	104142.75
0.645362012	13.25385284	-0.157029599	104142.75
0.64537359	13.2065258	-0.151022792	104142.75
0.645385095	13.12597084	-0.140726358	104142.75
0.64539678	13.15134144	-0.143979102	104142.75
0.645408244	13.13295841	-0.141623139	104142.75
0.645419813	13.10121155	-0.137543291	104142.75
0.645431394	12.96997738	-0.120526061	104142.75
0.645443053	12.93257332	-0.115630738	104142.75
0.645454616	12.88657475	-0.109582789	104142.75
0.645466204	12.93837833	-0.11639183	104142.75
0.645477766	12.86152554	-0.106276438	104142.75
0.645489336	12.81468678	-0.100069441	104142.75
0.645500914	12.87368965	-0.107883148	104142.75
0.645512495	12.75560188	-0.092193857	104142.75
0.645524074	12.65671062	-0.078897081	104142.75
0.645535645	12.58634281	-0.069347136	104142.75
0.645547221	12.60075951	-0.071309738	104142.75
0.645558739	12.49839878	-0.057307225	104142.75
0.645570316	12.30484581	-0.030395184	104142.75
0.645581895	12.36392593	-0.03867073	104142.75
0.645593455	12.3324852	-0.034273338	104142.75
0.645605044	12.24104023	-0.021397131	104142.75
0.645616617	12.16859722	-0.011103964	104142.75
0.645628193	11.99056816	0.014542607	104142.75
0.645639764	11.96601295	0.018119538	104142.75
0.645651342	12.02603436	0.009393222	104142.75
0.645662903	12.00502586	0.012441102	104142.75
0.645674532	11.84087086	0.036500208	104142.75
0.645686097	11.89210224	0.028944831	104142.75
0.64569768	11.82158661	0.039355107	104142.75
0.645709234	11.76061916	0.048421174	104142.75
0.645720806	11.73847961	0.051728517	104142.75
0.645732305	11.68188763	0.060219217	104142.75
0.64574398	11.63760376	0.066900313	104142.75
0.645755555	11.67946243	0.060584333	104142.75
0.645767146	11.42035866	0.10015174	104142.75
0.645778711	11.2425108	0.127971232	104142.75
0.645790292	11.3524828	0.110704809	104142.75
0.645801859	11.41680622	0.100702137	104142.75
0.645813432	11.37703037	0.106879167	104142.75
0.645824901	11.33860493	0.112872325	104142.75
0.64583657	11.32848358	0.114455074	104142.75
0.645848057	11.13453865	0.145128056	104142.75
0.645859638	10.99755955	0.167189583	104142.75
0.645871189	10.88375282	0.185773701	104142.75
0.645882772	11.06966114	0.155535609	104142.75
0.645894352	10.95581818	0.173978746	104142.75
0.645906027	10.70027447	0.216229335	104142.75
0.645917603	10.67600441	0.220304057	104142.75
0.645929188	10.67809963	0.219951868	104142.75
0.645940746	10.72506332	0.212078542	104142.75
0.645952321	10.81835175	0.196559191	104142.75
0.645963821	10.77036667	0.204522014	104142.75
0.645975396	10.63278389	0.22758767	104142.75
0.645986977	10.54555798	0.242393047	104142.75
0.645998537	10.48785782	0.252265245	104142.75
0.646010117	10.61076736	0.231311187	104142.75
0.646021745	10.60184383	0.232823104	104142.75
0.646033321	10.55419445	0.240920782	104142.75
0.646044899	10.52983379	0.245077193	104142.75
0.646056468	10.48615742	0.25255698	104142.75
0.646068045	10.53866196	0.243569642	104142.75
0.646079545	10.4621067	0.256691366	104142.75
0.646091128	10.25669765	0.292449981	104142.75
0.646102696	10.28164101	0.28806445	104142.75
0.646114268	10.2121315	0.300315619	104142.75
0.646125862	10.10219765	0.319884032	104142.75
0.646137408	10.13658142	0.313738108	104142.75
0.64614898	10.15922165	0.309704065	104142.75
0.646160554	10.15792179	0.309935421	104142.75
0.646172233	9.939362526	0.349307299	104142.75
0.646183711	9.908565521	0.354931742	104142.75
0.646195343	9.974809647	0.342857331	104142.75
0.646206897	9.723725319	0.389092177	104142.75
0.646218472	9.714367867	0.390840203	104142.75
0.646230046	9.746472359	0.384850711	104142.75
0.646241624	9.670474052	0.39906323	104142.75
0.646253241	9.614660263	0.409577131	104142.75
0.646264809	9.688951492	0.395596921	104142.75
0.646276392	9.638799667	0.405021906	104142.75
0.646287955	9.490795136	0.433141798	104142.75
0.646299537	9.604701042	0.411459893	104142.75
0.646311123	9.556423187	0.420616299	104142.75
0.646322689	9.327651024	0.46467343	104142.75
0.64633425	9.449376106	0.441093445	104142.75
0.64634583	9.35612011	0.459130317	104142.75
0.646357413	9.30242157	0.469600499	104142.75
0.646368932	9.3166008	0.466829836	104142.75
0.646380489	9.070199966	0.515598536	104142.75
0.646392062	8.961691856	0.537497938	104142.75
0.646403637	8.949720383	0.539929986	104142.75
0.646415222	9.060359955	0.517573655	104142.75
0.646426768	9.018021584	0.526096582	104142.75
0.646438352	8.789277077	0.572837532	104142.75
0.646449911	8.725484848	0.586083829	104142.75
0.646461492	8.803386688	0.569920301	104142.75
0.64647307	8.801310539	0.570349157	104142.75
0.646484748	8.719825745	0.587263405	104142.75
0.64649622	8.680260658	0.595530987	104142.75
0.646507785	8.755667687	0.579804838	104142.75
0.646519465	8.647914887	0.602316797	104142.75
0.646530931	8.50946331	0.631637275	104142.75
0.646542598	8.49353981	0.635038078	104142.75
0.646554168	8.389572144	0.657390416	104142.75
0.646565747	8.496100426	0.634490967	104142.75
0.646577321	8.25893116	0.685842454	104142.75
0.646588892	8.079510689	0.725590706	104142.75
0.646600389	8.157682419	0.708176196	104142.75
0.646611974	8.145760536	0.710822463	104142.75
0.646623547	8.024348259	0.737969816	104142.75
0.646635124	7.929721355	0.759381115	104142.75
0.646646696	8.047470093	0.732771874	104142.75
0.646658277	8.10254097	0.720444739	104142.75
0.646669856	7.945298672	0.755841076	104142.75
0.64668143	7.825193405	0.783293247	104142.75
0.646692994	7.780783653	0.793536246	104142.75
0.646704574	7.793518066	0.790593922	104142.75
0.646716143	7.835910797	0.780828893	104142.75
0.646727717	7.754110813	0.799712241	104142.75
0.646739289	7.694739342	0.813524962	104142.75
0.646750855	7.771855831	0.795601368	104142.75
0.646762434	7.748655796	0.800977588	104142.75
0.64677406	7.607693672	0.83393991	104142.75
0.646785614	7.523560524	0.853858411	104142.75
0.646797186	7.393078804	0.885117173	104142.75
0.64680878	7.402785778	0.88277626	104142.75
0.646820356	7.495943546	0.860437095	104142.75
0.646831857	7.496355057	0.860338867	104142.75
0.64684355	7.327422142	0.901016772	104142.75
0.646855003	7.026402473	0.97540164	104142.75
0.646866585	7.061148644	0.966689169	104142.75
0.646878151	6.986275196	0.985504925	104142.75
0.646889812	7.076563835	0.962834537	104142.75
0.646901394	7.124628544	0.95085758	104142.75
0.646912949	6.952833176	0.993959069	104142.75
0.646924541	6.814137936	1.029355645	104142.75
0.646936101	7.006148815	0.980495513	104142.75
0.646947672	7.093904018	0.958506286	104142.75
0.646959251	6.951575279	0.994277656	104142.75
0.646970842	6.905496597	1.00597918	104142.75
0.646982408	6.859704495	1.017666936	104142.75
0.646993987	7.002409935	0.981437087	104142.75
0.64700555	7.166748524	0.940414071	104142.75
0.647017118	7.148897648	0.944834173	104142.75
0.647028691	6.792677879	1.034880877	104142.75
0.64704028	6.647022724	1.07272923	104142.75
0.647051847	6.602221489	1.08449328	104142.75
0.647063413	6.530295849	1.103501558	104142.75
0.647074994	6.632125378	1.076634526	104142.75
0.647086575	6.657205582	1.070063353	104142.75
0.647098137	6.674487114	1.065546036	104142.75
0.647109729	6.658848286	1.069633603	104142.75
0.647121217	6.544508457	1.099733472	104142.75
0.647132801	6.356002331	1.150192142	104142.75
0.647144377	6.457202911	1.122972965	104142.75
0.647155951	6.354708672	1.150542021	104142.75
0.647167516	6.445353031	1.126144528	104142.75
0.647179153	6.363540649	1.14815414	104142.75
0.647190723	6.143243313	1.208414435	104142.75
0.647202294	6.05496645	1.232974887	104142.75
0.647213861	6.114503861	1.216384172	104142.75
0.64722545	6.150364399	1.206443667	104142.75
0.647237049	6.198069572	1.193280339	104142.75
0.647248611	6.043504715	1.236181259	104142.75
0.647260179	6.043860436	1.236081719	104142.75
0.647271743	5.966514587	1.257824421	104142.75
0.647283327	5.76496172	1.315360189	104142.75
0.647294887	5.815972805	1.300677538	104142.75
0.647306468	5.913136482	1.272937775	104142.75
0.647318039	6.004219055	1.247202158	104142.75
0.6473296	5.955708027	1.260877013	104142.75
0.647341191	5.593231678	1.365399957	104142.75
0.6473528	5.724936009	1.326938748	104142.75
0.647364365	6.066318512	1.229803085	104142.75
0.647375946	6.152402878	1.205879688	104142.75
0.64738752	5.845169067	1.292310953	104142.75
0.647399087	5.697875977	1.334795594	104142.75
0.647410564	5.751166821	1.319344997	104142.75
0.647422236	5.741275787	1.322205901	104142.75
0.647433832	5.441857815	1.410299182	104142.75
0.647445395	5.3865695	1.426885724	104142.75
0.647456961	5.462377071	1.404168963	104142.75
0.64746847	5.479340553	1.399111629	104142.75
0.647480047	5.448903561	1.408192754	104142.75
0.647491623	5.415622711	1.418157101	104142.75
0.647503185	5.547886372	1.378771424	104142.75
0.647514762	5.287429333	1.456881881	104142.75
0.647526324	5.331907749	1.443383813	104142.75
0.647537916	5.135552883	1.503473401	104142.75
0.647549483	5.133979797	1.503960133	104142.75
0.647561059	4.945980072	1.562732816	104142.75
0.647572627	5.160417557	1.49579227	104142.75
0.647584283	5.090367794	1.517485976	104142.75
0.647595747	4.95265007	1.560626626	104142.75
0.647607423	4.884819984	1.582116246	104142.75
0.647618878	4.992441654	1.54809463	104142.75
0.647630577	5.023515701	1.538346052	104142.75
0.647642123	5.283981323	1.457931042	104142.75
0.6476537	5.488749981	1.396310329	104142.75
0.647665274	5.283836842	1.457974911	104142.75
0.647676849	5.196919918	1.484553933	104142.75
0.647688418	5.403787136	1.421709538	104142.75
0.647699928	5.13029623	1.505100012	104142.75
0.647711511	5.141188622	1.501730681	104142.75
0.647723093	4.837849617	1.597091556	104142.75
0.647734661	4.943237305	1.563599229	104142.75
0.647746228	4.849196434	1.593466759	104142.75
0.647757885	4.761984348	1.621443152	104142.75
0.647769465	4.911738873	1.573568821	104142.75
0.647781034	4.693573475	1.643577218	104142.75
0.647792599	4.68057394	1.647801876	104142.75
0.64780419	4.716516972	1.63613534	104142.75
0.64781577	4.673713207	1.65003407	104142.75
0.647827344	4.431199074	1.730029106	104142.75
0.647838926	4.330612183	1.763839841	104142.75
0.64785049	4.431823731	1.729820252	104142.75
0.647861957	4.324535847	1.765894413	104142.75
0.64787353	4.190137863	1.811689138	104142.75
0.647885211	4.194304466	1.810259104	104142.75
0.647896784	4.631955624	1.663656354	104142.75
0.647908252	4.411789894	1.736523986	104142.75
0.647919824	4.203630447	1.807060957	104142.75
0.647931498	4.168609142	1.819087982	104142.75
0.647943071	3.953420639	1.894013763	104142.75
0.647954614	4.013823986	1.872802615	104142.75
0.64796619	4.067053795	1.854227066	104142.75
0.64797775	4.144037724	1.827553868	104142.75
0.647989324	3.962900877	1.890675426	104142.75
0.648000899	4.053311825	1.859012246	104142.75
0.648012467	4.191479206	1.811228633	104142.75
0.648024033	4.154075623	1.824092627	104142.75
0.648035629	3.996475935	1.878880143	104142.75
0.648047247	4.113482475	1.838113666	104142.75
0.648058833	3.985824585	1.882617354	104142.75
0.648070397	3.85768652	1.927921772	104142.75
0.64808198	3.733164311	1.972564101	104142.75
0.648093546	3.745283365	1.968192458	104142.75
0.648105128	3.959305048	1.89194119	104142.75
0.648116716	3.915158987	1.907522798	104142.75
